ts	imei	mwra	c.dogalize	c.android.chrome	c.katana	c.android.gm	c.android.youtube	c.android.vending	c.updateassist	c.UCMobile.x86	c.UCMobile.intl	c.raider
2018-05-05 10:15:00	3590433799317661628	1.00000	8.71144	13.72873	8.86071	12.99756	9.69037	70.89394	0.00456	60.09171	55.03851	38.96372
2018-05-05 10:16:00	863033069630348461	1.00000	9.03320	9.33398	7.12441	14.15526	10.08432	70.66453	0.00425	6.13212	15.62571	57.80814
2018-05-05 10:17:00	8630330696303481438	1.00000	11.88298	15.47578	9.76896	10.69456	10.00409	31.27418	0.00479	84.71861	57.70126	73.66140
2018-05-05 10:18:00	359043379931766932	0.00000	10.55869	13.73182	13.63866	12.82678	10.36638	64.01288	0.00006	28.82220	68.57588	69.90537
2018-05-05 10:19:00	863033069630348578	1.00000	7.36650	12.77901	6.52410	10.69024	7.49526	57.95322	0.00046	78.55305	78.25587	5.50025
2018-05-05 10:20:00	8630330696303481479	1.00000	9.04283	11.80482	10.10256	10.54549	9.35614	47.67198	0.05596	75.02473	47.04136	52.28829
2018-05-05 10:21:00	359043379931766338	0.00000	13.69244	13.06727	12.26984	13.15771	15.04686	46.44441	0.00106	14.54232	36.72006	71.04471
2018-05-05 10:22:00	8630330696303481305	0.00000	7.58582	12.64358	14.98644	10.08365	14.69818	42.54682	0.00171	16.62679	39.91379	18.37804
2018-05-05 10:23:00	8630330696303481651	0.00000	12.85179	12.06655	15.50944	12.03859	5.66603	44.33433	0.00036	11.51464	99.28032	20.38030
2018-05-05 10:24:00	3590433799317662295	0.00000	11.34252	12.28956	13.31364	7.75138	7.67320	56.30786	0.00328	45.32744	90.32493	79.11648
2018-05-05 10:25:00	863033069630348610	1.00000	10.10081	11.95850	9.75106	13.24388	13.18614	49.03789	0.06016	77.87400	13.73212	40.41745
2018-05-05 10:26:00	863033069630348610	1.00000	11.86678	16.25784	9.86253	9.22873	11.16002	70.04323	0.00017	92.55300	17.56177	46.46971
2018-05-05 10:27:00	3590433799317661636	1.00000	10.32717	12.92378	12.03181	7.02941	17.68646	63.03618	0.00387	48.76500	25.50776	26.55488
2018-05-05 10:28:00	3590433799317662477	1.00000	8.89299	11.26317	10.58921	14.18194	7.71949	52.28344	0.00074	22.61462	9.97099	18.81517
2018-05-05 10:29:00	359043379931766718	1.00000	6.96722	14.57690	6.79933	10.68114	9.84493	35.24960	0.00766	23.08529	70.43240	71.22365
2018-05-05 10:30:00	359043379931766262	0.00000	11.48679	16.28837	12.22566	13.63514	12.55388	54.71620	0.00034	66.59593	10.44355	27.48522
2018-05-05 10:31:00	8630330696303482410	1.00000	9.31944	15.09906	8.35935	13.31552	9.21938	44.79300	0.00027	97.93446	78.81233	38.97523
2018-05-05 10:32:00	863033069630348966	1.00000	5.82576	13.77894	5.11984	16.01804	9.79694	65.98555	0.00215	16.77265	0.87181	33.65278
2018-05-05 10:33:00	8630330696303481636	0.00000	13.30257	11.48805	10.97347	13.33617	11.22563	61.28301	0.00008	6.13092	69.84808	87.66004
2018-05-05 10:34:00	8630330696303481123	1.00000	5.67608	12.82121	14.27437	8.81421	11.74053	40.14713	0.00205	24.78782	60.45243	62.90113
2018-05-05 10:35:00	8630330696303482204	1.00000	9.16856	13.99477	7.56476	15.52718	11.33576	68.51407	0.00421	60.93488	86.87657	28.37606
2018-05-05 10:36:00	3590433799317662261	1.00000	10.51421	12.16689	10.60801	9.88381	16.10414	51.65385	0.00537	50.07512	58.16713	14.67610
2018-05-05 10:37:00	3590433799317661230	1.00000	9.19793	14.67978	12.76131	8.43830	12.64971	62.24055	0.00456	76.29214	31.22198	72.28635
2018-05-05 10:38:00	3590433799317661651	1.00000	6.62395	14.75330	9.21227	15.11282	9.52505	42.19571	0.07689	50.06036	75.98067	0.73921
2018-05-05 10:39:00	3590433799317661412	1.00000	9.54254	14.06406	9.12617	10.31153	6.83754	51.78388	0.00005	98.18497	81.12052	34.87149
2018-05-05 10:40:00	8630330696303481123	0.00000	13.35052	10.29256	11.27679	9.83873	9.07916	50.58304	0.00016	91.29331	84.41288	17.91182
2018-05-05 10:41:00	8630330696303481966	1.00000	8.59582	13.02534	7.92873	14.93623	9.97946	56.80512	0.00961	53.94805	1.35389	30.24183
2018-05-05 10:42:00	8630330696303481834	1.00000	8.96953	11.33825	9.99970	10.54380	8.75804	54.37759	0.03644	81.04128	30.80248	63.32231
2018-05-05 10:43:00	3590433799317662113	1.00000	10.38687	11.30660	6.74658	10.77673	9.06869	41.76172	0.01547	89.17202	88.22078	31.79786
2018-05-05 10:44:00	8630330696303482378	1.00000	6.19027	11.49548	15.04849	7.89558	12.55780	46.29006	0.00043	28.85435	27.22087	4.20877
2018-05-05 10:45:00	863033069630348750	0.00000	12.68816	15.34056	13.01900	7.85496	14.85215	44.73628	0.00015	84.68537	34.87936	82.59350
2018-05-05 10:46:00	8630330696303481784	0.00000	14.86356	11.24603	12.75536	11.69727	14.12832	55.18873	0.00203	89.48964	76.15860	39.37645
2018-05-05 10:47:00	3590433799317661651	0.00000	11.85708	12.19124	12.62833	14.68289	11.74713	34.69040	0.00019	24.06192	59.68431	19.05659
2018-05-05 10:48:00	8630330696303481917	1.00000	5.38822	9.82193	11.96937	9.38380	11.54666	56.09251	0.08530	20.72712	40.83305	37.35464
2018-05-05 10:49:00	8630330696303481156	1.00000	11.41464	16.62096	12.21504	8.39469	7.71271	54.66396	0.00036	40.55077	20.81619	92.21151
2018-05-05 10:50:00	8630330696303481230	0.00000	12.90042	14.05044	11.54621	15.73677	15.25966	36.04049	0.00116	61.55453	47.27606	28.08623
2018-05-05 10:51:00	359043379931766858	1.00000	8.64035	11.86852	9.06657	14.16755	8.23461	70.95961	0.00443	88.74733	51.72047	65.06124
2018-05-05 10:52:00	863033069630348008	0.00000	8.86891	13.24305	7.28656	10.40464	9.93211	47.41495	0.01442	33.41367	70.44954	99.27422
2018-05-05 10:53:00	8630330696303481958	1.00000	6.84431	16.08936	10.26892	8.72553	6.49606	65.31473	0.02685	1.46790	7.33596	11.06618
2018-05-05 10:54:00	8630330696303481784	1.00000	7.45465	15.52777	8.79334	10.47103	11.89563	43.07585	0.12002	46.86858	32.76998	81.42805
2018-05-05 10:55:00	8630330696303482253	1.00000	10.70111	14.64031	13.59198	7.52468	11.00129	67.57051	0.00423	99.67419	53.38413	86.37622
2018-05-05 10:56:00	3590433799317662071	1.00000	10.12365	13.64180	11.27632	9.00997	11.09939	53.22983	0.00024	61.56507	60.43216	79.00543
2018-05-05 10:57:00	8630330696303481396	0.00000	9.46411	12.94963	12.93116	12.78296	14.14509	55.13383	0.00013	19.71700	44.64684	85.02241
2018-05-05 10:58:00	8630330696303481446	0.00000	13.04231	13.86827	12.39812	6.06112	8.78071	79.75322	0.00005	39.71164	28.22365	85.05028
2018-05-05 10:59:00	8630330696303481651	1.00000	6.85796	11.31745	13.59098	7.59338	12.03115	46.43149	0.00280	52.40279	90.24907	33.40279
2018-05-05 11:00:00	8630330696303481370	1.00000	12.49035	13.96269	8.27276	11.33460	14.78870	73.68230	0.00710	50.07586	25.56658	12.96765
2018-05-05 11:01:00	359043379931766551	0.00000	14.28786	12.30796	12.71867	5.79951	8.05919	45.56642	0.00024	14.10177	28.63447	46.54157
2018-05-05 11:02:00	359043379931766270	0.00000	13.56368	8.18497	9.88736	10.34971	7.72157	58.06570	0.00011	31.22728	50.17044	21.72583
2018-05-05 11:03:00	3590433799317662345	1.00000	5.22418	17.70825	8.17559	9.91552	10.12310	31.21625	0.00117	19.42922	60.69675	22.64762
2018-05-05 11:04:00	863033069630348362	1.00000	10.44190	11.28533	12.27273	9.84256	13.56317	54.21952	0.00130	3.02188	70.21481	81.65345
2018-05-05 11:05:00	8630330696303481461	0.00000	12.33208	8.77168	12.15281	10.08470	7.47433	78.78647	0.00025	21.26551	97.83477	84.89486
2018-05-05 11:06:00	8630330696303482337	1.00000	9.21668	10.78114	10.57685	13.06639	8.01900	61.73878	0.02901	0.91764	6.71481	25.11082
2018-05-05 11:07:00	863033069630348321	1.00000	9.63095	10.93002	12.74541	11.02458	13.83199	29.13645	0.00947	53.22256	37.19326	16.87909
2018-05-05 11:08:00	8630330696303482402	1.00000	11.09053	11.97151	11.09169	10.45602	14.89534	71.38081	0.01143	68.62835	1.64537	10.58302
2018-05-05 11:09:00	8630330696303481719	0.00000	12.46696	14.86028	13.61181	14.15735	12.69410	51.75357	0.00007	92.48613	16.38328	64.53037
2018-05-05 11:10:00	3590433799317661511	0.00000	17.42592	12.83636	10.98442	12.17460	10.64183	30.98720	0.00138	7.62787	69.69446	17.82537
2018-05-05 11:11:00	863033069630348750	1.00000	8.02498	12.38746	6.67149	15.21255	9.04990	34.10309	0.00023	89.70846	27.15730	2.94290
2018-05-05 11:12:00	359043379931766932	1.00000	9.61398	9.33216	9.64631	10.87058	5.94423	85.68597	0.00105	13.23856	4.37339	48.24885
2018-05-05 11:13:00	3590433799317662410	0.00000	14.99756	14.50975	12.48376	12.83433	13.77712	49.88034	0.00013	57.68228	19.93721	83.00947
2018-05-05 11:14:00	3590433799317661354	0.00000	11.29178	12.89288	14.94583	10.34656	8.08535	70.87313	0.00033	36.77091	54.14196	10.30903
2018-05-05 11:15:00	359043379931766007	1.00000	11.99028	13.71775	8.72689	13.79317	10.66204	59.19570	0.00035	6.17743	83.60579	72.94592
2018-05-05 11:16:00	863033069630348545	0.00000	8.35015	12.50035	8.66707	7.69627	7.24123	51.91363	0.43299	49.62818	15.28622	0.83385
2018-05-05 11:17:00	3590433799317662048	1.00000	12.60500	16.50835	12.52470	11.48988	11.37081	44.77366	0.00111	87.80899	61.09532	11.67851
2018-05-05 11:18:00	863033069630348982	1.00000	11.04415	16.99606	15.14245	6.01832	10.04999	73.10509	0.00178	97.08378	83.29147	97.40736
2018-05-05 11:19:00	3590433799317662147	1.00000	9.56601	9.21662	12.90358	10.30206	16.80921	61.40496	0.38372	11.09641	10.63582	76.76318
2018-05-05 11:20:00	8630330696303481719	1.00000	5.80813	13.93616	14.16124	6.22028	10.59140	64.18111	0.00213	30.64818	39.39193	27.41175
2018-05-05 11:21:00	3590433799317661008	1.00000	9.17871	16.12482	8.65360	8.23666	9.41174	65.35717	0.01745	82.97108	63.34014	25.25285
2018-05-05 11:22:00	3590433799317661859	0.00000	6.78752	11.35362	12.01956	10.04387	12.25399	37.74885	0.02511	77.61867	41.74487	33.16068
2018-05-05 11:23:00	863033069630348388	0.00000	14.84741	13.50247	12.06450	10.64038	12.56711	54.85640	0.00025	55.79677	12.97862	16.39508
2018-05-05 11:24:00	3590433799317662212	1.00000	7.69935	12.34921	8.14638	14.07270	5.35399	61.80291	0.00011	92.72270	90.75417	76.65782
2018-05-05 11:25:00	863033069630348891	0.00000	12.80295	14.62414	10.80719	13.08822	14.12023	37.17319	0.00067	79.63943	42.14795	93.93058
2018-05-05 11:26:00	3590433799317662378	1.00000	13.27983	14.30392	11.95517	7.98794	14.65096	50.49957	0.01164	19.40243	51.17044	73.15149
2018-05-05 11:27:00	8630330696303482089	1.00000	5.82094	10.32397	10.87915	9.17417	13.36444	66.40316	0.09190	55.45366	51.23332	2.50021
2018-05-05 11:28:00	863033069630348875	1.00000	8.86853	11.69020	13.21346	11.21741	13.51428	60.84995	0.03556	66.56961	31.39122	81.71418
2018-05-05 11:29:00	8630330696303481610	0.00000	11.62821	10.68515	11.51880	12.25025	13.49551	46.92827	0.00005	40.22566	77.41821	14.70513
2018-05-05 11:30:00	3590433799317661792	1.00000	8.91061	9.49185	9.83331	13.23622	5.87218	75.78149	0.00808	23.70975	0.65786	75.93973
2018-05-05 11:31:00	359043379931766452	1.00000	9.43573	13.96137	16.27792	5.97036	13.23088	64.63608	0.00193	77.22628	49.38066	31.96520
2018-05-05 11:32:00	3590433799317661073	1.00000	8.60130	13.66311	9.25736	8.34497	8.67505	51.32281	0.00907	28.45656	19.55323	95.87370
2018-05-05 11:33:00	3590433799317662329	0.00000	14.96659	11.07529	11.82900	11.08480	12.96063	47.45892	0.00028	49.37483	55.50625	99.37203
2018-05-05 11:34:00	863033069630348149	0.00000	12.91442	14.70157	14.75360	8.36898	8.96669	62.79970	0.00046	48.57929	22.49209	85.89195
2018-05-05 11:35:00	863033069630348487	1.00000	5.55598	12.64306	15.33040	8.11200	8.95559	43.77451	0.00487	92.96341	43.91598	95.19428
2018-05-05 11:36:00	3590433799317661461	0.00000	13.02317	15.32952	12.56432	7.42501	8.64270	53.22017	0.00026	4.02511	85.34498	62.05716
2018-05-05 11:37:00	8630330696303481867	1.00000	4.64686	14.21086	6.23832	9.70509	8.05619	73.08464	0.17548	17.88595	19.31866	10.26409
2018-05-05 11:38:00	3590433799317662402	0.00000	14.92409	12.01011	12.90361	11.72481	13.03784	57.86158	0.00071	30.41405	68.83102	62.97914
2018-05-05 11:39:00	3590433799317661263	1.00000	10.86828	11.87746	9.12736	7.87072	11.39874	46.06560	0.00013	41.32742	27.08202	11.31946
2018-05-05 11:40:00	3590433799317661784	1.00000	7.73689	11.14232	9.97757	16.41813	10.49797	59.74323	0.04561	43.38462	16.22750	80.56968
2018-05-05 11:41:00	3590433799317661453	1.00000	10.18236	10.57337	9.75659	13.10278	9.82864	71.96539	0.00110	6.82704	42.31699	7.63554
2018-05-05 11:42:00	8630330696303481719	1.00000	10.82499	15.15423	13.80572	10.64418	14.63271	81.30580	0.00808	81.70581	72.43601	80.37178
2018-05-05 11:43:00	3590433799317661818	1.00000	7.88949	13.71103	10.75588	11.46446	7.84553	47.09560	0.00112	42.34345	48.77688	42.25942
2018-05-05 11:44:00	8630330696303481685	0.00000	14.28691	9.86053	13.31791	8.81132	14.32471	48.58042	0.03798	46.53683	63.19197	41.10692
2018-05-05 11:45:00	3590433799317661230	1.00000	11.63373	13.49294	10.30344	10.85270	13.34090	57.68167	0.01451	18.37489	48.98760	5.34139
2018-05-05 11:46:00	359043379931766890	1.00000	8.35980	14.49843	10.69804	9.31500	7.45216	49.05144	0.00402	77.40480	96.13825	29.88836
2018-05-05 11:47:00	8630330696303481222	1.00000	6.37250	13.47118	9.25159	14.02475	7.22220	55.45162	0.07350	92.04951	59.99377	86.38416
2018-05-05 11:48:00	359043379931766452	0.00000	14.93219	11.59369	12.66377	9.08111	13.90447	56.94788	0.01111	36.99474	98.38266	31.13174
2018-05-05 11:49:00	863033069630348388	0.00000	13.93772	12.87797	14.03670	13.45781	5.62763	57.57207	0.00008	46.09990	90.19559	5.67084
2018-05-05 11:50:00	8630330696303482139	0.00000	7.32644	11.97344	17.93241	5.83826	14.07597	41.49841	0.00169	84.42423	90.46839	98.84274
2018-05-05 11:51:00	8630330696303481610	0.00000	9.25026	11.78935	11.60822	9.20830	9.21346	60.76824	0.00011	83.88107	13.75158	82.66818
2018-05-05 11:52:00	863033069630348552	0.00000	12.43557	11.52609	12.29935	12.02787	13.94097	47.72541	0.00062	77.19874	44.62534	87.22370
2018-05-05 11:53:00	8630330696303482238	1.00000	8.51299	12.94254	10.53802	8.92620	12.27358	50.45274	0.00041	90.93672	28.07602	31.49068
2018-05-05 11:54:00	359043379931766049	0.00000	12.94194	12.92262	12.76107	12.37126	8.96557	42.09424	0.00007	12.69718	79.47316	13.40986
2018-05-05 11:55:00	359043379931766460	0.00000	10.85647	14.23587	13.72938	13.19590	10.76132	65.40727	0.00008	97.02322	54.17458	15.50979
2018-05-05 11:56:00	863033069630348313	0.00000	10.49071	10.77689	12.41428	13.13121	11.10725	64.03408	0.00068	61.66754	69.66820	93.32059
2018-05-05 11:57:00	8630330696303481768	1.00000	9.00932	10.57347	8.58486	17.17220	8.29832	47.79383	0.00023	61.69198	51.54122	27.01167
2018-05-05 11:58:00	863033069630348909	0.00000	11.48556	15.90346	13.30114	13.46614	10.20512	57.48057	0.00060	78.30161	79.60421	1.80790
2018-05-05 11:59:00	8630330696303482113	1.00000	7.80991	11.79898	9.42013	8.56937	8.94876	65.89478	0.02244	79.05720	17.02709	27.28649
2018-05-05 12:00:00	3590433799317662154	1.00000	6.49732	10.57191	12.25205	6.28972	14.26282	67.40035	0.00028	3.22835	98.25173	51.73072
2018-05-05 12:01:00	3590433799317661552	1.00000	7.50052	13.97082	13.03537	7.53365	12.07587	41.36459	0.00111	87.09018	79.26364	43.85910
2018-05-05 12:02:00	863033069630348248	1.00000	7.58044	11.59363	7.21864	11.52964	8.91564	58.47423	0.03812	16.09306	38.86636	7.32572
2018-05-05 12:03:00	8630330696303481057	0.00000	12.25015	15.49980	15.09916	8.65092	8.18302	47.46202	0.00008	34.43186	98.77797	97.41753
2018-05-05 12:04:00	359043379931766221	0.00000	10.07924	12.40521	13.01922	13.48830	11.26870	35.24277	0.00006	4.61583	84.77897	91.06968
2018-05-05 12:05:00	359043379931766965	1.00000	7.74396	10.14829	13.19750	8.87222	11.71955	50.11457	0.01020	40.93952	85.65158	99.66903
2018-05-05 12:06:00	8630330696303481339	1.00000	12.52582	9.45376	10.13830	14.41647	11.94891	56.66046	0.02258	36.88116	64.51366	45.90646
2018-05-05 12:07:00	359043379931766163	1.00000	6.50571	12.39222	8.90075	9.89471	7.99705	59.90220	0.04877	37.72659	18.34693	83.84686
2018-05-05 12:08:00	8630330696303481818	1.00000	6.77970	11.91580	11.70847	5.87027	12.08797	56.22094	0.00652	50.81580	94.44739	90.80484
2018-05-05 12:09:00	863033069630348693	1.00000	13.70015	10.67862	11.72835	13.94450	11.65688	62.84749	0.00004	51.76194	72.90767	47.06833
2018-05-05 12:10:00	863033069630348073	0.00000	11.60303	6.75486	11.60726	10.18967	11.84094	60.89236	0.00007	33.75408	7.92308	84.25232
2018-05-05 12:11:00	8630330696303481099	1.00000	7.73136	12.43062	9.58164	11.50955	8.78832	51.29614	0.03432	5.57302	92.05630	10.87149
2018-05-05 12:12:00	359043379931766163	1.00000	5.81836	13.34559	11.69199	10.01226	8.72967	69.08444	0.00073	18.00202	20.44093	15.66309
2018-05-05 12:13:00	8630330696303481545	1.00000	8.73757	10.63682	6.29517	13.46619	7.07712	68.00007	0.00898	4.45441	19.64540	46.83022
2018-05-05 12:14:00	863033069630348420	0.00000	10.09517	13.50594	11.98481	13.74542	15.06711	64.22032	0.00007	88.86550	30.30871	25.96607
2018-05-05 12:15:00	8630330696303482329	0.00000	15.27772	11.33500	12.06921	8.63994	7.35398	58.21313	0.00016	20.58628	57.16898	37.49403
2018-05-05 12:16:00	863033069630348867	1.00000	13.06690	10.15373	9.50526	13.73232	9.85004	42.74969	0.00175	33.64631	26.87251	82.02105
2018-05-05 12:17:00	359043379931766387	0.00000	9.27313	11.14064	12.16239	10.81975	13.20861	61.85819	0.00021	87.12194	50.75271	26.30542
2018-05-05 12:18:00	863033069630348453	1.00000	6.72090	12.50404	12.88288	11.72543	10.85688	40.57350	0.00288	82.99233	79.87482	51.72630
2018-05-05 12:19:00	863033069630348370	0.00000	13.30494	11.91477	15.56761	9.98299	6.39321	47.21461	0.00046	50.82876	91.00272	30.27571
2018-05-05 12:20:00	863033069630348529	0.00000	14.58870	13.47961	9.84401	10.89482	9.78070	54.83259	0.00074	44.05724	89.08549	66.40943
2018-05-05 12:21:00	8630330696303481628	1.00000	8.65622	11.20775	12.15539	6.70420	11.44716	60.54397	0.00115	88.60741	86.62633	97.34709
2018-05-05 12:22:00	8630330696303481834	1.00000	7.70033	12.17407	7.93173	11.84388	6.19261	22.10977	0.00078	71.41853	44.21195	62.90092
2018-05-05 12:23:00	863033069630348776	1.00000	13.39797	10.49366	9.72503	14.45504	9.80094	53.84082	0.00065	24.65365	28.50490	18.21379
2018-05-05 12:24:00	8630330696303482311	1.00000	6.42299	11.67809	5.90526	14.70015	10.05314	31.79406	0.00428	55.13899	4.19471	85.80435
2018-05-05 12:25:00	3590433799317662089	1.00000	10.72814	9.34667	8.44524	13.43964	8.86907	58.32123	0.00079	63.56752	41.37986	69.13354
2018-05-05 12:26:00	359043379931766833	1.00000	9.64155	8.58896	12.32467	12.57827	8.66057	33.79963	0.01412	59.78185	20.60897	25.07599
2018-05-05 12:27:00	8630330696303481636	0.00000	11.64774	15.06725	11.04388	13.91384	11.65524	63.81960	0.00006	77.53995	51.43497	4.79960
2018-05-05 12:28:00	3590433799317661909	1.00000	8.51945	13.26773	11.61336	11.89657	12.09616	60.05939	0.00507	19.74712	43.01542	87.27004
2018-05-05 12:29:00	3590433799317662428	0.00000	12.48478	14.25196	12.20068	7.16966	9.32986	44.23240	0.00012	50.81321	51.01651	86.27505
2018-05-05 12:30:00	3590433799317661362	0.00000	12.96802	10.24464	11.83023	11.55350	12.87959	42.85370	0.00056	13.31706	42.85864	4.28609
2018-05-05 12:31:00	863033069630348834	1.00000	9.31363	10.70649	10.80328	9.25318	12.44467	38.17911	0.17920	47.39749	98.57195	39.63845
2018-05-05 12:32:00	359043379931766437	1.00000	8.22227	12.78914	13.08571	8.30416	9.91097	56.62592	0.00593	33.19300	61.78696	68.31875
2018-05-05 12:33:00	359043379931766734	1.00000	10.26169	9.20014	13.83487	10.59552	16.26364	42.31194	0.19249	72.23586	57.32247	43.50057
2018-05-05 12:34:00	8630330696303482253	1.00000	6.55204	12.98216	6.42577	14.08124	9.87295	50.69066	0.06131	99.57543	40.50071	26.39312
2018-05-05 12:35:00	359043379931766973	1.00000	8.30089	11.86727	10.68219	10.36803	14.05390	59.47594	0.03217	10.73935	25.68422	48.87234
2018-05-05 12:36:00	8630330696303481982	1.00000	7.97026	14.06304	12.26353	10.48805	12.94066	57.54893	0.00073	23.56551	16.09281	1.34963
2018-05-05 12:37:00	8630330696303482352	1.00000	8.98636	15.24916	14.50316	8.73955	13.61678	43.10749	0.00096	86.42241	50.77814	33.35794
2018-05-05 12:38:00	863033069630348842	1.00000	10.74974	11.77066	12.28096	7.94446	13.45658	63.72260	0.00927	36.55015	45.43847	79.26251
2018-05-05 12:39:00	8630330696303482220	0.00000	9.71994	16.48768	14.96585	5.09244	8.91224	60.67371	0.00011	87.34864	34.22415	70.26546
2018-05-05 12:40:00	8630330696303481693	0.00000	14.63762	15.13091	10.37116	13.39582	12.16375	35.17617	0.00191	45.14186	57.99690	67.91400
2018-05-05 12:41:00	3590433799317661271	0.00000	9.71430	14.40422	11.55963	8.35713	9.86339	57.06033	0.00006	91.39817	64.44749	86.11573
2018-05-05 12:42:00	359043379931766635	1.00000	8.10906	11.91653	7.80849	13.35495	12.39763	42.18926	0.03044	79.03480	11.24775	40.66675
2018-05-05 12:43:00	3590433799317661206	1.00000	13.33373	15.01502	12.04241	8.65604	12.85973	60.39800	0.00009	18.60753	18.30082	79.33991
2018-05-05 12:44:00	863033069630348255	1.00000	7.99058	13.43548	9.49439	14.35012	5.78065	49.18274	0.00159	92.23911	78.65894	25.48407
2018-05-05 12:45:00	359043379931766304	1.00000	5.50762	15.12572	6.94624	8.75546	9.10987	70.12163	0.09310	49.16019	84.96975	90.40043
2018-05-05 12:46:00	359043379931766973	1.00000	4.98203	13.70598	11.84308	6.96759	6.55212	73.58791	0.01375	19.39751	88.71636	1.15655
2018-05-05 12:47:00	8630330696303481685	1.00000	8.76446	12.55979	7.34427	11.32719	9.54972	41.79377	0.00672	98.79101	5.60819	47.59557
2018-05-05 12:48:00	3590433799317662436	0.00000	14.00186	9.15544	9.40068	8.70434	9.75413	49.99492	0.00008	19.01724	6.85676	72.34595
2018-05-05 12:49:00	8630330696303481792	1.00000	7.73633	10.87381	6.70638	13.16170	8.81904	52.15743	0.38258	89.12547	39.68930	66.98290
2018-05-05 12:50:00	8630330696303482386	1.00000	9.01507	13.55140	11.34647	7.92454	8.28233	59.11881	0.02571	77.36783	20.60687	53.61065
2018-05-05 12:51:00	863033069630348834	1.00000	11.20536	11.92338	11.69552	5.83379	11.92927	68.92484	0.00031	96.74390	59.58115	36.13241
2018-05-05 12:52:00	3590433799317662089	1.00000	10.76728	14.29479	11.82619	7.57662	11.11370	60.70047	0.00394	40.88795	2.83026	33.13886
2018-05-05 12:53:00	863033069630348412	0.00000	12.46952	13.09639	11.83992	12.03646	12.15695	53.15394	0.00014	94.71986	52.80822	67.28990
2018-05-05 12:54:00	3590433799317661768	0.00000	13.82333	12.24330	12.30451	12.34563	10.68231	53.84066	0.00005	31.14071	73.18443	16.27647
2018-05-05 12:55:00	359043379931766049	1.00000	11.90287	11.32821	13.42402	6.70776	6.66346	48.48973	0.00040	95.94302	24.71065	17.14104
2018-05-05 12:56:00	8630330696303482303	1.00000	10.81011	12.28472	12.79791	14.78224	7.88878	48.01445	0.00226	58.82052	78.48877	31.37509
2018-05-05 12:57:00	8630330696303482402	1.00000	10.04105	12.35400	9.21211	9.87027	13.73448	56.07403	0.02474	38.89397	79.63022	94.11124
2018-05-05 12:58:00	8630330696303481198	1.00000	6.89251	11.79601	15.50721	5.43164	12.87563	59.68694	0.02361	15.73399	10.48038	63.69187
2018-05-05 12:59:00	863033069630348446	0.00000	15.71700	13.36228	15.60435	6.22587	7.49921	59.81853	0.00033	57.98122	21.50936	28.45517
2018-05-05 13:00:00	863033069630348735	0.00000	11.40323	10.59653	9.68487	9.27975	10.51598	55.78261	0.00008	29.42718	22.82807	71.37888
2018-05-05 13:01:00	3590433799317661826	0.00000	15.70058	14.13308	11.97981	13.46924	13.74133	54.58994	0.00012	72.16052	70.89144	58.16514
