ts	imei	mwra	p.android.packageinstaller	p.android.externalstorage	p.system	p.android.chrome	p.android.settings	p.android.documentsui	p.android.gm	p.katana	p.google	p.android.gms	p.inputmethod.latin	p.process.gapps	p.olauncher	p.browser.provider	p.notifier	p.gms.persistent	p.android.defcontainer	p.android.vending	p.simulator	p.dogalize
2018-05-05 10:31:00	8630330696303482410	1.00000	9.29418	9.47462	10.65993	11.08879	14.11822	7.17008	9.52237	35.47606	50.05086	39.00989	58.92929	47.79586	30.33543	78.43243	33.37813	80.56150	82.69142	15.05142	62.34920	21.33481
2018-05-05 10:32:00	863033069630348966	1.00000	11.39567	7.12850	8.64019	13.05739	15.08727	8.23232	11.11424	43.57984	54.77377	45.99414	42.13998	64.32852	86.98152	61.95059	28.14702	35.89870	65.84540	68.76448	76.20587	76.12303
2018-05-05 10:33:00	8630330696303481636	0.00000	7.67223	9.68935	7.89686	7.68266	9.04672	12.26201	12.71034	60.85692	68.03639	23.74183	66.45023	59.60455	79.83273	64.31344	98.52368	71.60706	94.77646	42.45697	66.08412	4.39272
2018-05-05 10:34:00	8630330696303481123	1.00000	11.36090	7.66791	12.05213	14.31977	9.67757	6.42587	7.51322	44.59841	24.27029	29.36795	45.58672	97.91296	14.56912	82.50216	43.47004	13.12206	88.75787	14.72352	85.07541	41.66065
2018-05-05 10:35:00	8630330696303482204	1.00000	12.08359	8.50135	11.02996	16.49300	14.33622	6.13250	9.52091	52.04330	63.02783	44.21123	45.86859	18.93549	28.07908	16.00053	26.07741	90.51151	55.59892	29.53439	78.30770	28.90522
2018-05-05 10:36:00	3590433799317662261	1.00000	12.33135	9.24827	10.83202	11.03311	9.63669	11.49542	13.77449	54.97031	63.79652	35.90879	57.75144	2.13460	49.01770	59.53779	9.06120	6.29815	85.47140	32.91476	1.90921	38.11814
2018-05-05 10:37:00	3590433799317661230	1.00000	12.16394	8.13296	11.43694	13.38815	8.31603	6.53032	13.42729	30.83651	40.73435	53.47830	35.74045	51.26212	48.89110	65.03030	0.62305	22.28453	64.42448	21.83159	92.41711	84.88304
2018-05-05 10:38:00	3590433799317661651	1.00000	15.00121	9.36001	11.44540	11.45653	12.20825	9.21783	11.66854	62.55766	49.42665	29.49182	39.47781	18.85034	14.87826	3.37831	4.52258	73.97811	52.53206	65.48577	94.93866	53.89617
2018-05-05 10:39:00	3590433799317661412	1.00000	7.27728	5.69114	8.97492	10.32719	12.12469	12.47091	7.94689	55.56218	57.99803	20.49663	39.12931	52.77579	7.34379	91.99851	94.00271	6.26941	73.14590	34.50672	89.72762	56.24269
2018-05-05 10:40:00	8630330696303481123	0.00000	8.62934	12.51583	7.95281	13.42207	8.35021	9.21753	12.49987	54.00755	57.47517	45.63669	57.86592	9.97053	71.83474	42.31042	54.09667	47.44137	1.75608	18.90717	2.94436	64.72213
2018-05-05 10:41:00	8630330696303481966	1.00000	12.91696	8.47308	9.08373	12.09122	12.94379	8.47129	10.96090	43.58924	57.62772	36.57154	30.97143	94.57492	57.17966	48.11517	41.08410	41.52844	97.09250	87.69751	70.55517	49.09739
2018-05-05 10:42:00	8630330696303481834	1.00000	14.25299	10.66767	17.15684	14.30277	8.55926	7.80638	14.65417	40.45283	65.03542	29.25783	20.08883	53.25816	15.51397	59.68032	52.76816	43.42484	22.56272	17.59370	16.17275	80.61865
2018-05-05 10:43:00	3590433799317662113	1.00000	13.39706	7.84960	11.03279	13.08244	14.94218	7.52295	10.83411	49.11057	47.78752	54.86983	56.80771	96.38655	66.37960	64.36160	16.05029	5.73244	52.51903	96.71341	55.43006	27.09390
2018-05-05 10:44:00	8630330696303482378	1.00000	9.74956	5.24032	11.30174	14.26388	8.51003	6.27563	9.59220	60.40054	34.05132	54.81621	51.97067	4.19843	97.18107	18.44763	5.02215	53.48001	7.48749	81.20551	98.16265	6.01351
2018-05-05 10:45:00	863033069630348750	0.00000	8.69419	6.51884	9.25553	11.68535	10.25090	11.01533	15.35656	58.52702	76.23583	46.56773	60.77011	77.59075	15.51402	95.84942	82.22101	44.90712	98.11320	8.60796	20.21420	86.09287
2018-05-05 10:46:00	8630330696303481784	0.00000	11.35600	6.10579	11.48123	11.88627	5.82294	13.27083	15.56697	41.39162	54.43121	44.92106	44.62610	2.51106	61.40217	92.15269	20.94472	92.50501	94.49819	2.48252	19.81900	88.36171
2018-05-05 10:47:00	3590433799317661651	0.00000	8.83813	9.75864	7.55539	8.49579	8.14118	14.20636	10.42497	44.72825	50.69314	41.44331	42.29719	20.36834	60.14141	81.80132	83.42683	58.95800	9.11939	94.97702	5.31905	19.22313
2018-05-05 10:48:00	8630330696303481917	1.00000	15.10480	8.97769	14.48291	12.17175	9.03684	7.41133	9.88949	41.22453	54.87566	37.26093	37.96357	40.64378	52.51431	32.79524	58.35732	66.06087	50.67439	40.13193	7.32636	97.06615
2018-05-05 10:49:00	8630330696303481156	1.00000	9.50277	8.39436	13.90866	11.32394	9.33297	10.52587	18.44355	22.24065	42.74334	33.61389	49.86812	86.35127	16.36743	97.17853	43.81208	8.16977	62.67082	37.92812	17.04530	61.29960
2018-05-05 10:50:00	8630330696303481230	0.00000	10.77095	7.89177	12.06114	6.90423	4.99174	16.02550	14.39246	35.19845	32.35818	52.68435	43.35501	20.32809	58.98002	15.37554	83.38307	12.94115	42.70664	28.26289	81.90216	4.57390
2018-05-05 10:51:00	359043379931766858	1.00000	12.14238	8.57068	8.19787	13.12364	11.61587	11.18237	9.52902	42.54568	81.50615	37.74500	66.17034	1.12666	57.90663	45.35646	97.89021	55.20130	64.25603	80.33520	65.05915	38.95095
2018-05-05 10:52:00	863033069630348008	0.00000	13.32628	9.27735	9.62085	13.81277	14.10401	4.37825	6.18034	40.66310	43.58287	46.05124	48.90061	77.18874	38.17804	88.61130	9.64645	87.80332	57.60613	87.13656	74.67222	1.63735
2018-05-05 10:53:00	8630330696303481958	1.00000	13.94764	10.85403	12.12932	10.72805	11.33195	10.71044	8.40635	27.47339	49.60673	34.50506	78.18150	45.70198	85.49922	63.47760	67.31256	67.58505	62.03810	88.10359	86.55406	55.53271
2018-05-05 10:54:00	8630330696303481784	1.00000	15.44646	8.25492	10.52422	11.15091	12.96614	8.68101	11.46919	43.73653	39.54369	45.25994	53.43191	22.80170	54.78580	11.69169	45.75723	48.78675	91.59837	54.68679	96.01227	56.26887
2018-05-05 10:55:00	8630330696303482253	1.00000	12.09375	7.42883	12.19234	14.92558	10.78381	8.51600	13.01141	23.10800	35.06243	54.73082	51.69831	25.37702	89.95525	40.53392	37.07534	31.00177	80.03654	76.88876	35.55149	62.56808
2018-05-05 10:56:00	3590433799317662071	1.00000	9.08609	7.15507	12.32823	10.72212	8.71901	10.38481	12.09854	44.88472	27.28638	32.18942	38.87275	15.18697	79.70100	34.12807	69.56803	53.66669	7.58567	0.70333	60.32508	84.72815
2018-05-05 10:57:00	8630330696303481396	0.00000	8.43015	7.90418	8.11011	10.86860	9.16992	12.11075	11.43256	66.81900	40.63936	47.80601	29.35161	13.77172	41.91420	40.95874	76.84338	57.26718	6.00334	26.34222	43.40440	44.13446
2018-05-05 10:58:00	8630330696303481446	0.00000	7.03572	9.86924	9.08946	13.39732	10.30874	11.98289	13.59649	35.50599	38.99188	33.24920	27.23683	29.62349	21.96779	62.97002	0.92635	98.13727	84.55816	19.79278	32.24059	12.63377
2018-05-05 10:59:00	8630330696303481651	1.00000	11.67694	8.22275	12.47164	14.00198	9.75149	7.32883	10.37502	51.72965	43.52469	52.60515	42.33300	93.89179	93.44777	90.23771	3.25769	31.54244	84.68233	3.79649	53.38686	18.63943
2018-05-05 11:00:00	8630330696303481370	1.00000	12.61595	10.03835	12.21877	9.40306	10.15215	13.33733	16.08071	59.70478	39.90245	28.82951	48.79373	24.61265	29.51177	3.81169	7.49680	77.84285	68.58461	12.95063	71.71713	91.12386
2018-05-05 11:01:00	359043379931766551	0.00000	9.08698	14.41943	7.88668	10.72616	11.22492	13.81859	10.71102	48.13220	37.87253	48.58966	57.67227	81.19151	83.03408	47.41007	47.30262	49.29943	13.61279	49.84662	64.02158	7.54189
2018-05-05 11:02:00	359043379931766270	0.00000	8.01430	14.50056	9.01575	12.09381	8.94839	12.59264	12.33706	47.01619	57.72884	50.43440	63.28757	44.11026	84.91255	58.94093	31.52717	85.66453	87.22439	94.07760	70.24446	65.80514
2018-05-05 11:03:00	3590433799317662345	1.00000	10.79164	8.05721	7.69094	12.90541	12.47163	7.81244	4.49383	36.88669	36.60733	59.63140	29.04241	76.45046	51.54871	44.80520	31.66856	70.12617	47.78644	50.07468	16.30002	86.08693
2018-05-05 11:04:00	863033069630348362	1.00000	10.90224	7.90648	12.55235	13.71742	10.93374	11.38419	11.23617	52.16582	40.47856	52.00741	56.76667	58.64828	86.52454	78.94649	87.40057	38.12000	47.71099	79.87015	33.61989	29.57688
2018-05-05 11:05:00	8630330696303481461	0.00000	9.10537	12.15983	6.88482	12.60211	6.61352	11.22602	15.21793	52.27001	57.17010	45.74244	63.43289	77.37489	4.12868	90.86587	79.08808	29.59068	23.06243	86.40287	73.93779	73.38814
2018-05-05 11:06:00	8630330696303482337	1.00000	14.02611	11.45710	8.54558	11.79200	10.41471	7.00991	8.80322	63.67473	61.33714	46.35472	56.22755	47.03324	35.10624	82.20160	86.66624	57.39275	37.41851	87.81312	59.82653	10.63279
2018-05-05 11:07:00	863033069630348321	1.00000	12.90126	12.18214	12.72767	11.02056	8.01982	11.15594	11.25773	33.49551	72.07704	38.04610	62.24454	0.44542	69.08089	68.38143	18.87095	36.46213	47.87618	80.78984	71.87694	48.34419
2018-05-05 11:08:00	8630330696303482402	1.00000	13.09335	10.85884	11.37440	11.90998	8.66580	11.95732	12.10244	41.98808	58.17819	42.91243	53.72788	97.97186	3.29386	65.20108	71.16181	36.75651	70.34349	14.22506	30.68360	2.41369
2018-05-05 11:09:00	8630330696303481719	0.00000	7.33089	8.67436	9.25314	11.75239	9.29046	13.34811	15.65059	57.83642	53.48429	51.08890	64.65124	31.97464	87.98035	74.92103	40.02092	21.80986	98.57004	60.18748	77.58642	30.67285
2018-05-05 11:10:00	3590433799317661511	0.00000	10.96973	10.54720	13.68927	6.90863	5.36791	15.62618	13.59618	33.58361	51.17836	47.54468	50.75878	42.94485	26.98523	34.55614	90.42246	83.56777	67.46459	84.07495	21.03969	60.32214
2018-05-05 11:11:00	863033069630348750	1.00000	9.02382	5.44348	16.99395	7.32322	9.44886	12.44697	8.49881	55.96846	69.95401	27.95641	47.97794	95.64919	59.66171	46.25158	8.24004	22.58805	7.93105	23.82018	44.61532	38.09214
2018-05-05 11:12:00	359043379931766932	1.00000	10.66143	8.04004	6.77337	13.25284	10.50514	9.32713	5.45363	43.49203	36.47451	44.29786	57.73742	16.83159	25.89179	76.95081	86.11793	11.47669	4.31896	85.82237	7.62405	82.22838
2018-05-05 11:13:00	3590433799317662410	0.00000	8.46074	7.64296	9.98932	10.10537	10.06713	12.36145	12.91805	40.76041	43.24580	63.92201	60.05932	62.35087	95.30569	16.98735	31.13625	59.20844	14.50437	90.77166	44.99007	72.24127
2018-05-05 11:14:00	3590433799317661354	0.00000	9.46961	11.79266	9.90014	12.07557	5.40160	13.58212	14.91337	44.55899	67.13997	33.47707	29.31729	60.10214	82.31286	79.18225	92.28866	64.13331	43.52596	92.73895	9.53042	49.14750
2018-05-05 11:15:00	359043379931766007	1.00000	9.46923	7.58299	14.98703	11.99382	8.23940	12.48445	14.67624	30.25308	36.62042	22.15640	47.56932	51.01935	51.60860	15.67661	9.32470	23.06056	27.05603	93.61309	8.54479	84.85086
2018-05-05 11:16:00	863033069630348545	0.00000	16.72964	8.21115	11.57317	14.20291	11.55455	9.39335	8.13800	52.55908	56.80509	54.92944	52.92700	17.13649	44.00450	23.65590	12.36154	52.10399	29.77594	4.78978	42.71783	0.01976
2018-05-05 11:17:00	3590433799317662048	1.00000	10.74402	9.01773	11.91619	14.30928	7.30796	10.16519	14.32539	41.58052	51.86108	43.76624	48.50574	3.41952	51.19408	48.68572	76.93142	82.90581	27.63551	98.48373	4.77166	76.31053
2018-05-05 11:18:00	863033069630348982	1.00000	11.21275	7.93668	10.88834	13.47261	8.47646	7.23018	16.31237	41.35545	35.47434	48.15225	68.63684	94.00952	53.06502	57.75423	81.15495	53.25621	49.23444	77.29348	24.10907	49.05592
2018-05-05 11:19:00	3590433799317662147	1.00000	16.60878	11.82451	9.99659	13.63069	5.72860	10.45537	9.28571	64.29192	40.64904	35.21131	51.19757	67.67592	25.59970	27.87624	17.64531	66.73054	9.17949	23.86983	90.71487	50.94199
2018-05-05 11:20:00	8630330696303481719	1.00000	11.39446	7.35891	11.63276	14.49020	8.93403	4.45270	10.51069	35.62901	40.76873	27.22942	47.82576	79.10757	66.47139	20.00247	78.29669	56.82196	75.27209	38.94808	12.76184	91.06466
2018-05-05 11:21:00	3590433799317661008	1.00000	13.51751	8.44874	13.28745	12.48779	13.89202	9.13215	9.32941	26.98279	42.76775	44.76235	25.20232	3.37822	43.68601	56.08895	64.14412	87.11897	18.14654	93.18542	88.27481	43.30685
2018-05-05 11:22:00	3590433799317661859	0.00000	13.88165	7.34285	12.93580	12.06653	7.72316	7.47904	9.68306	60.78968	58.44315	48.98897	55.02179	22.06588	4.25545	90.03230	15.67568	19.89259	54.64784	11.86594	71.47819	18.84666
2018-05-05 11:23:00	863033069630348388	0.00000	9.14809	7.70063	11.25968	7.92861	8.41619	11.73059	13.46611	59.31883	55.16376	41.86782	50.05905	50.28634	61.34534	52.95604	87.04518	39.50418	0.67814	11.32322	58.00170	13.84759
2018-05-05 11:24:00	3590433799317662212	1.00000	8.20375	8.45386	7.72936	12.47176	11.76100	9.78673	6.78355	41.47324	48.71207	44.80818	75.23986	90.94207	59.94198	68.49047	51.85166	66.72359	73.29298	69.83699	31.26929	4.62186
2018-05-05 11:25:00	863033069630348891	0.00000	10.19917	7.86862	11.04609	5.17059	5.73545	14.80051	10.95741	44.17444	59.74643	19.44412	21.07816	86.24469	6.27434	29.19733	64.01533	92.06862	44.97984	93.51694	71.82092	23.05212
2018-05-05 11:26:00	3590433799317662378	1.00000	13.10861	10.17660	9.31764	10.67391	8.04777	12.31911	14.48831	36.06695	58.49676	22.24057	29.81411	67.23361	93.23664	84.78101	77.46605	74.41957	96.16145	70.56200	52.15399	88.42917
2018-05-05 11:27:00	8630330696303482089	1.00000	15.17932	8.03266	12.16057	12.85252	8.20389	7.98413	10.04603	46.23017	63.07182	43.08095	29.24346	66.36031	1.45278	97.90473	45.98996	61.49137	7.88225	24.20566	20.29528	62.35140
2018-05-05 11:28:00	863033069630348875	1.00000	14.22928	10.04891	12.75549	15.33291	7.67145	7.95838	10.92058	45.96713	47.17048	44.74040	29.43483	84.32775	54.99967	12.30643	80.08747	63.28629	61.06086	20.75982	4.62519	56.75443
2018-05-05 11:29:00	8630330696303481610	0.00000	6.76938	8.49987	5.11763	7.59500	11.79534	11.12493	8.81314	26.69101	43.43461	39.59598	30.52439	8.26811	23.28504	42.70137	92.42762	46.57301	51.01210	90.57585	79.30855	72.42158
2018-05-05 11:30:00	3590433799317661792	1.00000	12.74393	8.03786	8.54811	11.98876	10.78214	11.63230	8.22555	69.16342	56.63380	42.33904	49.78573	84.92058	91.26201	88.29254	16.34423	73.54318	56.72876	52.13368	26.48321	22.49381
2018-05-05 11:31:00	359043379931766452	1.00000	11.29844	9.14184	9.68622	15.39082	9.54388	6.95295	10.65867	61.50106	54.98078	34.17884	30.63177	95.60706	61.71633	79.33699	50.39375	80.90983	24.84423	19.88355	92.46870	86.48209
2018-05-05 11:32:00	3590433799317661073	1.00000	12.85893	8.48908	9.50818	11.49073	12.20656	11.57122	10.50747	44.71789	35.01176	44.08560	46.14742	1.84785	49.28597	24.12956	74.59701	45.18446	83.50254	32.73396	80.07931	32.35743
2018-05-05 11:33:00	3590433799317662329	0.00000	9.32129	10.05919	7.82835	5.96745	12.12795	12.36526	9.45800	39.33621	44.48967	38.18057	55.11467	82.91024	43.85916	86.33195	19.07647	29.44041	50.87559	23.90012	91.99162	39.13583
2018-05-05 11:34:00	863033069630348149	0.00000	9.80164	14.28189	10.98286	11.77268	9.11210	10.25829	9.42691	48.56353	52.36667	52.78363	45.58471	44.45492	82.24347	27.88323	27.36014	63.36913	1.37846	46.72718	35.00960	28.95726
2018-05-05 11:35:00	863033069630348487	1.00000	12.23215	8.27708	13.51587	14.60393	5.90104	3.21233	9.47699	72.87812	37.49076	36.87870	31.80596	5.93203	36.38675	24.69202	53.83483	47.70699	47.06028	40.12639	88.24945	87.71805
2018-05-05 11:36:00	3590433799317661461	0.00000	9.18216	14.91325	7.46735	10.45518	12.64155	11.09304	7.35909	51.65756	53.14934	51.77283	35.16315	19.11038	34.59033	1.99188	11.26426	90.87288	34.36276	50.11691	28.32554	6.83955
2018-05-05 11:37:00	8630330696303481867	1.00000	15.82633	8.84974	8.07649	12.03403	12.31895	7.14214	7.31519	48.08913	61.06231	27.73193	57.96239	29.11837	18.42984	86.40723	21.01165	3.16226	53.61219	5.90363	93.57387	2.65228
2018-05-05 11:38:00	3590433799317662402	0.00000	10.29380	6.40469	7.70090	10.70971	9.34725	11.09232	11.51062	38.44529	42.95099	62.62139	71.79792	16.17556	99.03995	54.51156	31.35317	88.84012	63.06041	92.26425	94.91975	87.34133
2018-05-05 11:39:00	3590433799317661263	1.00000	8.32786	12.88324	7.65359	12.42595	9.39195	13.51361	11.69854	34.25328	57.48964	60.26815	50.23788	36.14549	97.81867	6.35443	41.12338	14.98348	17.12278	41.67567	13.29829	59.16071
2018-05-05 11:40:00	3590433799317661784	1.00000	14.47875	9.90693	7.31415	13.00557	11.04229	10.64699	12.12626	46.40854	29.69807	31.29866	66.19098	12.79249	44.42099	60.47455	3.54427	77.34061	22.80837	52.86363	87.62258	26.79423
2018-05-05 11:41:00	3590433799317661453	1.00000	10.74121	7.51103	6.12520	13.05184	11.36030	9.27369	7.84837	58.24059	60.86912	57.60184	37.45472	15.12067	82.37366	14.43556	66.13898	78.03922	25.28991	48.00324	92.34218	22.08556
2018-05-05 11:42:00	8630330696303481719	1.00000	12.74392	6.82909	9.75613	14.68294	7.29526	8.43834	12.90923	53.49267	50.76053	48.42472	34.58043	55.14223	1.89278	39.79869	88.69632	30.88080	90.43645	77.94395	78.83068	26.36878
2018-05-05 11:43:00	3590433799317661818	1.00000	10.73609	11.71617	7.00600	12.18092	10.41287	9.56023	7.11491	59.86987	22.79862	43.68397	68.88608	44.63994	76.81099	96.74501	70.00942	66.71152	56.53259	21.06592	94.08608	62.53682
2018-05-05 11:44:00	8630330696303481685	0.00000	14.29568	6.18563	10.89151	7.96306	7.46240	11.55537	13.96071	57.01980	32.79381	43.81502	48.72393	83.60263	79.96389	88.31183	33.15510	1.20787	40.35624	36.86569	7.44847	78.32682
2018-05-05 11:45:00	3590433799317661230	1.00000	13.33005	9.27114	11.38890	9.79688	5.90025	11.40139	13.85330	47.65866	60.09748	50.72573	62.14122	61.56208	93.13453	51.02883	87.59374	71.08757	84.17062	54.23495	29.54101	80.04225
2018-05-05 11:46:00	359043379931766890	1.00000	12.04235	8.89846	15.59371	10.75184	9.24834	8.23792	13.20993	36.77652	77.83271	54.56434	43.65357	87.50645	37.28781	8.40823	32.66810	4.88761	46.97291	82.48309	18.89299	9.08001
2018-05-05 11:47:00	8630330696303481222	1.00000	14.95568	7.70772	11.77941	9.75464	11.45535	11.94349	12.58088	61.96621	67.70096	27.37432	45.17462	3.78694	56.03341	50.02134	73.91446	52.57994	24.42387	37.58008	47.91047	24.35814
