ID,Country,City,Location,Width,Length
863033069630348362,BR,Barras,America/Fortaleza,-4.24444,-42.29444
3590433799317661644,KZ,Kyzylorda,Asia/Qyzylorda,44.85278,65.50917
863033069630348362,CZ,Brno,Europe/Prague,49.195061,16.606836
863033069630348305,PH,Guyong,Asia/Manila,14.8361,120.97844
8630330696303481636,KR,Hongseong,Asia/Seoul,36.6009,126.665
359043379931766346,GB,Strood,Europe/London,51.39323,0.47713
3590433799317661917,CG,Brazzaville,Africa/Brazzaville,-4.26613,15.28318
3590433799317661024,CH,Adliswil,Europe/Zurich,47.30997,8.52462
3590433799317662055,US,Sunnyside,America/Los_Angeles,46.32374,-120.00865
8630330696303482105,MX,Santa Rosa Jauregui,America/Mexico_City,20.74122,-100.44843
3590433799317662295,MY,Kampung Ayer Molek,Asia/Kuala_Lumpur,2.2139,102.3278
863033069630348941,PT,Paredes,Europe/Lisbon,41.20485,-8.33147
359043379931766635,KE,Nyahururu,Africa/Nairobi,0.03813,36.36339
863033069630348602,US,Norco,America/Los_Angeles,33.93113,-117.54866
863033069630348792,DE,Verl,Europe/Berlin,51.88333,8.51667
3590433799317662089,FR,Bobigny,Europe/Paris,48.90982,2.45012
863033069630348198,CZ,Karlovy Vary,Europe/Prague,50.23271,12.87117
359043379931766155,FR,Ajaccio,Europe/Paris,41.91886,8.73812
8630330696303481503,US,Lakewood,America/New_York,41.48199,-81.79819
359043379931766254,RU,Arzamas,Europe/Moscow,55.39485,43.83992
3590433799317661313,US,Front Royal,America/New_York,38.91817,-78.19444
3590433799317661511,CR,Liberia,America/Costa_Rica,10.63504,-85.43772
863033069630348446,TN,El Alia,Africa/Tunis,37.16911,10.03478
3590433799317661305,US,Harrisburg,America/New_York,40.2737,-76.88442
3590433799317661990,BR,Curitiba,America/Sao_Paulo,-25.42778,-49.27306
359043379931766510,KZ,Shalqar,Asia/Aqtobe,47.83333,59.6
3590433799317661016,CU,Boyeros,America/Havana,23.0072,-82.4017
359043379931766460,RU,Novopavlovsk,Europe/Moscow,43.96222,43.63417
8630330696303482410,RU,Kovylkino,Europe/Moscow,54.03876,43.91385
863033069630348438,BD,Kushtia,Asia/Dhaka,23.9028,89.11943
863033069630348537,TR,Mudanya,Europe/Istanbul,40.37528,28.88222
359043379931766155,MX,Salvatierra,America/Mexico_City,20.21322,-100.88023
8630330696303481628,TR,Patnos,Europe/Istanbul,39.22493,42.85693
863033069630348545,FI,Tornio,Europe/Helsinki,65.84811,24.14662
3590433799317661347,DE,Hechingen,Europe/Berlin,48.35149,8.96317
863033069630348867,AU,Carnegie,Australia/Melbourne,-37.88333,145.06667
8630330696303481453,CN,Wacheng,Asia/Shanghai,33.78333,114.51667
8630330696303481776,IN,Narwar,Asia/Kolkata,25.6439,77.9129
359043379931766155,UA,Artsyz,Europe/Kyiv,45.99194,29.41824
3590433799317661750,MX,Progreso,America/Merida,21.28306,-89.66123
359043379931766445,MD,Soroca,Europe/Chisinau,48.15659,28.28489
3590433799317662154,US,Ada,America/Chicago,34.77453,-96.67834
3590433799317662477,US,Santa Maria,America/Los_Angeles,34.95303,-120.43572
8630330696303481198,CN,Shaowu,Asia/Shanghai,27.34089,117.4831
3590433799317661735,MX,Teziutlan,America/Mexico_City,19.8173,-97.35992
8630330696303481040,GB,Brierley Hill,Europe/London,52.48173,-2.12139
3590433799317662337,US,Davis,America/Los_Angeles,38.54491,-121.74052
863033069630348446,CA,Beaconsfield,America/Toronto,45.43341,-73.86586
863033069630348776,TH,Bang Ban,Asia/Bangkok,14.37395,100.48528
3590433799317661495,TZ,Chanika,Africa/Dar_es_Salaam,-5.41667,38.01667
8630330696303481552,CI,Bonoua,Africa/Abidjan,5.27247,-3.59625
359043379931766825,AD,les Escaldes,Europe/Andorra,42.50729,1.53414
8630330696303481990,IN,Pujali,Asia/Kolkata,22.4711,88.1453
8630330696303481024,US,Waverly,America/Detroit,42.7392,-84.62081
359043379931766767,BR,Catende,America/Recife,-8.66667,-35.71667
3590433799317661008,ID,Pekanbaru,Asia/Jakarta,0.51667,101.44167
8630330696303481388,JP,Hakodate,Asia/Tokyo,41.77583,140.73667
8630330696303481792,NG,Lagos,Africa/Lagos,6.45407,3.39467
3590433799317662261,US,Pekin,America/Chicago,40.56754,-89.64066
359043379931766601,BR,Recife,America/Recife,-8.05389,-34.88111
359043379931766080,MY,Gua Musang,Asia/Kuala_Lumpur,4.88441,101.96857
8630330696303481669,DZ,El Achir,Africa/Algiers,36.06386,4.62744
3590433799317661800,NL,Hoogezand,Europe/Amsterdam,53.16167,6.76111
3590433799317662113,CR,Liberia,America/Costa_Rica,10.63504,-85.43772
359043379931766080,IT,Campobasso,Europe/Rome,41.55947,14.66737
3590433799317661552,US,East Haven,America/New_York,41.27621,-72.86843
8630330696303481362,VE,Ciudad Guayana,America/Caracas,8.35122,-62.64102
8630330696303481438,MX,San Lorenzo Acopilco,America/Mexico_City,19.32889,-99.32556
8630330696303481057,US,Newburgh,America/New_York,41.50343,-74.01042
3590433799317662105,US,Venice,America/New_York,27.09978,-82.45426
3590433799317661818,UA,Kherson,Europe/Kyiv,46.65581,32.6178
359043379931766213,DE,Halstenbek,Europe/Berlin,53.63333,9.85
359043379931766387,IN,Narwar,Asia/Kolkata,25.6439,77.9129
863033069630348289,HT,Croix-des-Bouquets,America/Port-au-Prince,18.57677,-72.22625
863033069630348065,DE,Hechingen,Europe/Berlin,48.35149,8.96317
359043379931766593,PL,Ustka,Europe/Warsaw,54.58048,16.86194
3590433799317661909,US,Fayetteville,America/New_York,35.05266,-78.87836
8630330696303481867,FR,Ajaccio,Europe/Paris,41.91886,8.73812
8630330696303482188,US,Westchester,America/Chicago,41.85059,-87.882
359043379931766064,IN,Hungund,Asia/Kolkata,16.06213,76.0586
3590433799317661180,GA,Franceville,Africa/Libreville,-1.63333,13.58357
863033069630348537,AU,Carindale,Australia/Brisbane,-27.50578,153.10236
8630330696303482014,CO,Villa del Rosario,America/Bogota,7.83389,-72.47417
863033069630348297,IN,Manjeri,Asia/Kolkata,11.12018,76.11996
3590433799317662048,IT,Roseto degli Abruzzi,Europe/Rome,42.67164,14.01481
3590433799317661834,IN,Srinagar,Asia/Kolkata,34.08565,74.80555
8630330696303481156,BR,Marau,America/Sao_Paulo,-28.44917,-52.2
863033069630348040,MX,Zacoalco de Torres,America/Mexico_City,20.22816,-103.5687
3590433799317661487,RU,Zhukovka,Europe/Moscow,53.53395,33.72798
3590433799317661032,NI,Somoto,America/Managua,13.48082,-86.58208
359043379931766692,BR,Canavieiras,America/Bahia,-15.675,-38.94722
863033069630348057,CZ,Praha,Europe/Prague,50.073658,14.41854
3590433799317661222,IT,Falconara Marittima,Europe/Rome,43.62558,13.39954
8630330696303482428,US,Woodbridge,America/New_York,40.5576,-74.28459
3590433799317661693,TH,Bang Ban,Asia/Bangkok,14.37395,100.48528
8630330696303481792,US,New Canaan,America/New_York,41.14676,-73.49484
863033069630348107,CU,Varadero,America/Havana,23.15678,-81.24441
3590433799317661487,GB,Exeter,Europe/London,50.7236,-3.52751
863033069630348214,BG,Montana,Europe/Sofia,43.4125,23.225
8630330696303481123,IN,Dharmapuri,Asia/Kolkata,12.1277,78.15794
8630330696303481008,EC,Milagro,America/Guayaquil,-2.13404,-79.59415
359043379931766999,LR,New Yekepa,Africa/Monrovia,7.57944,-8.53778
359043379931766551,US,Opportunity,America/Los_Angeles,47.64995,-117.23991
3590433799317662295,TW,Magong,Asia/Taipei,23.5654,119.58627
3590433799317661446,MY,Kulai,Asia/Kuala_Lumpur,1.6561,103.6032
863033069630348420,US,Columbia Heights,America/Chicago,45.0408,-93.263
3590433799317662048,NG,Shagamu,Africa/Lagos,6.8485,3.64633
3590433799317662162,EC,Cuenca,America/Guayaquil,-2.90055,-79.00453
3590433799317661248,RU,Gudermes,Europe/Moscow,43.35071,46.10925
3590433799317662162,DE,Halstenbek,Europe/Berlin,53.63333,9.85
3590433799317661800,CA,Pointe-Claire,America/Toronto,45.44868,-73.81669
3590433799317662378,ET,Arba Minch,Africa/Addis_Ababa,6.03333,37.55
359043379931766726,US,Acworth,America/New_York,34.06635,-84.67837
3590433799317661768,BR,Aracaju,America/Maceio,-10.91111,-37.07167
3590433799317662485,RU,Danilov,Europe/Moscow,58.1908,40.17171
359043379931766429,LR,New Yekepa,Africa/Monrovia,7.57944,-8.53778
359043379931766254,IN,Amreli,Asia/Kolkata,21.59983,71.21169
863033069630348743,ES,Las Gabias,Europe/Madrid,37.13548,-3.67029
3590433799317662030,DE,Memmingen,Europe/Berlin,47.98372,10.18527
359043379931766015,FR,Gonesse,Europe/Paris,48.98693,2.44892
8630330696303481370,IT,Portogruaro,Europe/Rome,45.78071,12.84052
3590433799317662204,IN,Malaut,Asia/Kolkata,30.21121,74.4818
863033069630348826,HK,Tsuen Wan,Asia/Hong_Kong,22.37066,114.10479
8630330696303481578,CN,Dongfeng,Asia/Shanghai,42.64031,125.51176
3590433799317662071,PH,Baliuag,Asia/Manila,14.95472,120.89694
359043379931766494,JP,Shimotoda,Asia/Tokyo,35.815,139.6853
8630330696303481693,RU,Novosilikatnyy,Asia/Barnaul,53.30972,83.62389
3590433799317662279,ID,Labuhan Deli,Asia/Jakarta,3.7278,98.6738
3590433799317661057,US,Woodbridge,America/New_York,40.5576,-74.28459
359043379931766999,LY,Ajdabiya,Africa/Tripoli,30.75545,20.22625
3590433799317661685,FR,Pamiers,Europe/Paris,43.11667,1.6
863033069630348610,CN,Longgang,Asia/Shanghai,37.65181,120.33063
3590433799317661107,PK,Daud Khel,Asia/Karachi,32.87533,71.57118
3590433799317661214,US,Woodbridge,America/New_York,40.5576,-74.28459
3590433799317662196,CN,Zhuangyuan,Asia/Shanghai,37.30553,120.82747
863033069630348545,US,Kahului,Pacific/Honolulu,20.88953,-156.47432
863033069630348362,MX,Acaponeta,America/Mazatlan,22.49396,-105.36369
359043379931766627,CM,Tonga,Africa/Douala,4.96667,10.7
3590433799317661081,US,Opportunity,America/Los_Angeles,47.64995,-117.23991
863033069630348776,PK,Larkana,Asia/Karachi,27.55898,68.21204
8630330696303481552,US,Middletown,America/New_York,41.54566,-71.29144
8630330696303482345,JP,Suzaka,Asia/Tokyo,36.65,138.31667
8630330696303482436,TZ,Mwandiga,Africa/Dar_es_Salaam,-4.83,29.65806
3590433799317661933,BJ,Tchaourou,Africa/Porto-Novo,8.88649,2.59753
8630330696303481164,PK,Bhit Shah,Asia/Karachi,25.80565,68.49143
863033069630348230,TR,Gaziantep,Europe/Istanbul,37.05944,37.3825
359043379931766999,PH,Manaoag,Asia/Manila,16.0438,120.4861
863033069630348941,JP,Toyokawa,Asia/Tokyo,34.81667,137.4
3590433799317662162,PT,Custoias,Europe/Lisbon,41.1053,-7.32097
3590433799317661826,IT,Cordenons,Europe/Rome,45.9836,12.70038
863033069630348826,IN,Amreli,Asia/Kolkata,21.59983,71.21169
863033069630348198,YE,Ataq,Asia/Aden,14.53767,46.83187
3590433799317662410,CI,Lakota,Africa/Abidjan,5.84752,-5.682
359043379931766692,CA,Kelowna,America/Vancouver,49.88307,-119.48568
8630330696303482337,GB,Strood,Europe/London,51.39323,0.47713
3590433799317661321,MM,Myawadi,Asia/Yangon,16.68911,98.50893
359043379931766031,RU,Oktyabr‚Äôskiy,Asia/Yekaterinburg,54.48147,53.47103
8630330696303481222,DE,Memmingen,Europe/Berlin,47.98372,10.18527
8630330696303481230,US,Riverbank,America/Los_Angeles,37.73604,-120.93549
3590433799317661008,TR,Sungurlu,Europe/Istanbul,40.1675,34.37389
359043379931766627,FR,Bron,Europe/Paris,45.73333,4.91667
3590433799317661164,ES,Villaquilambre,Europe/Madrid,42.64685,-5.55835
8630330696303481024,US,Lakewood,America/New_York,41.48199,-81.79819
3590433799317661073,ES,Gandia,Europe/Madrid,38.96667,-0.18333
863033069630348669,NG,Shagamu,Africa/Lagos,6.8485,3.64633
8630330696303481958,FR,Cavaillon,Europe/Paris,43.83125,5.03586
8630330696303481982,EC,Milagro,America/Guayaquil,-2.13404,-79.59415
359043379931766858,CN,Danjiangkou,Asia/Shanghai,32.54278,111.50861
3590433799317661792,US,Bothell West,America/Los_Angeles,47.80527,-122.24064
8630330696303482311,DE,Siegburg,Europe/Berlin,50.80019,7.20769
8630330696303481206,GB,Winsford,Europe/London,53.19146,-2.52398
3590433799317661842,GB,Clacton-on-Sea,Europe/London,51.78967,1.15597
359043379931766825,ES,Puertollano,Europe/Madrid,38.68712,-4.10734
8630330696303482006,IN,Bachhraon,Asia/Kolkata,28.92694,78.23456
8630330696303482444,GB,Lymington,Europe/London,50.75767,-1.5443
8630330696303481735,GB,Lymington,Europe/London,50.75767,-1.5443
359043379931766130,PL,Zgorzelec,Europe/Warsaw,51.14942,15.00835
863033069630348107,JP,Nayoro,Asia/Tokyo,44.35056,142.45778
3590433799317661412,MK,Saraj,Europe/Skopje,42.0,21.32778
863033069630348263,SD,Ar Ruseris,Africa/Khartoum,11.8659,34.3869
3590433799317661834,AU,Nowra,Australia/Sydney,-34.88422,150.60036
863033069630348198,JP,Gero,Asia/Tokyo,35.8,137.23333
3590433799317661750,US,Longview,America/Chicago,32.5007,-94.74049
359043379931766858,IR,Darreh Shahr,Asia/Tehran,33.14447,47.3799
3590433799317662238,PH,Tupi,Asia/Manila,6.33444,124.95278
8630330696303481628,NZ,Gisborne,Pacific/Auckland,-38.65333,178.00417
3590433799317661982,AT,Sankt Peter,Europe/Vienna,47.05,15.46667
8630330696303481982,CN,Zhuangyuan,Asia/Shanghai,37.30553,120.82747
359043379931766700,IN,Malaut,Asia/Kolkata,30.21121,74.4818
359043379931766015,IN,Pune,Asia/Kolkata,18.51957,73.85535
863033069630348917,AD,les Escaldes,Europe/Andorra,42.50729,1.53414
8630330696303481404,DE,Schleswig,Europe/Berlin,54.52156,9.5586
359043379931766239,US,New Canaan,America/New_York,41.14676,-73.49484
359043379931766684,US,Dublin,America/New_York,32.54044,-82.90375
863033069630348776,GB,Viewpark,Europe/London,55.82737,-4.0573
863033069630348032,JP,Toyokawa,Asia/Tokyo,34.81667,137.4
3590433799317661685,US,Port Huron,America/Detroit,42.97086,-82.42491
863033069630348743,FR,Sceaux,Europe/Paris,48.77644,2.29026
359043379931766874,RU,Zhukovka,Europe/Moscow,53.53395,33.72798
3590433799317661974,US,Stockbridge,America/New_York,33.54428,-84.23381
359043379931766718,EC,Cuenca,America/Guayaquil,-2.90055,-79.00453
8630330696303482402,BR,Loanda,America/Sao_Paulo,-22.92306,-53.13722
8630330696303481339,RU,Novosilikatnyy,Asia/Barnaul,53.30972,83.62389
3590433799317661180,US,Abilene,America/Chicago,32.44874,-99.73314
863033069630348248,CN,Zhuangyuan,Asia/Shanghai,37.30553,120.82747
3590433799317662410,TN,Msaken,Africa/Tunis,35.72917,10.58082
3590433799317662402,BR,Imbituba,America/Sao_Paulo,-28.24,-48.67028
359043379931766833,US,Greenfield,America/Indiana/Indianapolis,39.78504,-85.76942
359043379931766676,IN,Dombivli,Asia/Kolkata,19.21667,73.08333
3590433799317662394,RU,Nizhniy Lomov,Europe/Moscow,53.53041,43.67663
8630330696303482204,IN,Teghra,Asia/Kolkata,25.49043,85.94001
359043379931766775,RU,Saraktash,Asia/Yekaterinburg,51.78771,56.36091
8630330696303482071,DE,Pfullingen,Europe/Berlin,48.46458,9.22796
8630330696303481230,UA,Krasyliv,Europe/Kyiv,49.65186,26.97253
359043379931766882,GH,Bibiani,Africa/Accra,6.46346,-2.31938
3590433799317661107,US,Fairview Heights,America/Chicago,38.58894,-89.99038
8630330696303482253,GB,Poulton-le-Fylde,Europe/London,53.83333,-2.98333
3590433799317662253,DE,Bensheim,Europe/Berlin,49.68369,8.61839
359043379931766957,RU,Bavly,Europe/Moscow,54.39304,53.26023
863033069630348974,JP,Kamakura,Asia/Tokyo,35.30889,139.55028
8630330696303482055,FR,Fontenay-aux-Roses,Europe/Paris,48.79325,2.29275
359043379931766684,DE,Bretten,Europe/Berlin,49.03685,8.70745
3590433799317661958,US,Laguna Niguel,America/Los_Angeles,33.52253,-117.70755
8630330696303481024,IT,Ariccia,Europe/Rome,41.72063,12.6723
359043379931766916,CA,Pointe-Claire,America/Toronto,45.44868,-73.81669
359043379931766049,IN,Rafiganj,Asia/Kolkata,24.81757,84.63445
3590433799317661107,US,Laguna Niguel,America/Los_Angeles,33.52253,-117.70755
3590433799317662428,CA,Sainte-Catherine,America/Toronto,45.40008,-73.58248
8630330696303482261,DE,Weimar,Europe/Berlin,50.9803,11.32903
3590433799317661800,CA,Kelowna,America/Vancouver,49.88307,-119.48568
359043379931766072,MX,Santa Rosa Jauregui,America/Mexico_City,20.74122,-100.44843
8630330696303481842,US,Lexington,America/New_York,33.98154,-81.23621
863033069630348834,JP,Okegawa,Asia/Tokyo,36.0,139.55722
3590433799317662048,ES,Villaquilambre,Europe/Madrid,42.64685,-5.55835
359043379931766049,CU,Boyeros,America/Havana,23.0072,-82.4017
359043379931766130,US,Copperas Cove,America/Chicago,31.12406,-97.90308
8630330696303481107,RU,Zhukovka,Europe/Moscow,53.53395,33.72798
359043379931766718,RU,Alatyr‚Äô,Europe/Moscow,54.8421,46.5813
863033069630348222,US,Encinitas,America/Los_Angeles,33.03699,-117.29198
3590433799317662170,PH,Guyong,Asia/Manila,14.8361,120.97844
863033069630348354,US,Greenfield,America/Indiana/Indianapolis,39.78504,-85.76942
3590433799317661156,US,North Tustin,America/Los_Angeles,33.76446,-117.79394
3590433799317662428,US,Chillum,America/New_York,38.96372,-76.99081
863033069630348651,RU,Krymsk,Europe/Moscow,44.92934,37.99117
359043379931766825,IN,Davangere,Asia/Kolkata,14.46693,75.92694
8630330696303481016,CN,Shuangcheng,Asia/Shanghai,45.35,126.28333
359043379931766304,MX,Santa Rosa Jauregui,America/Mexico_City,20.74122,-100.44843
359043379931766031,CN,Dongdu,Asia/Shanghai,35.85,117.7
359043379931766304,SD,Ar Ruseris,Africa/Khartoum,11.8659,34.3869
8630330696303482311,NG,Gaya,Africa/Lagos,11.86064,9.0027
359043379931766924,JP,Minokamo,Asia/Tokyo,35.48199,137.02166
3590433799317661826,GE,Kobuleti,Asia/Tbilisi,41.82143,41.77921
8630330696303481776,IT,Agrigento,Europe/Rome,37.31065,13.57661
3590433799317661610,CZ,Telč,Europe/Prague,49.183239,15.454273
3590433799317661727,NL,Vught,Europe/Amsterdam,51.65333,5.2875
359043379931766072,SY,Binnish,Asia/Damascus,35.95664,36.7138
3590433799317661081,UY,Durazno,America/Montevideo,-33.38056,-56.52361
8630330696303482055,CN,Pingyi,Asia/Shanghai,35.50056,117.63083
863033069630348503,TL,Maliana,Asia/Dili,-8.99167,125.21972
359043379931766882,RU,Zhukovka,Europe/Moscow,53.53395,33.72798
8630330696303481685,BR,Curitiba,America/Sao_Paulo,-25.42778,-49.27306
3590433799317661255,IN,Puducherry,Asia/Kolkata,11.93381,79.82979
8630330696303482063,CO,Puerto Colombia,America/Bogota,10.98778,-74.95472
8630330696303482345,IN,Chharra,Asia/Kolkata,27.9247,78.40102
863033069630348206,NG,Kafanchan,Africa/Lagos,9.58126,8.2926
863033069630348701,BR,Itacoatiara,America/Manaus,-3.14306,-58.44417
8630330696303481834,JP,Sasayama,Asia/Tokyo,35.06667,135.21667
8630330696303481255,BR,Cabo,America/Recife,-8.28333,-35.03333
3590433799317662303,US,Gainesville,America/New_York,29.65163,-82.32483
3590433799317662352,CN,Ulanhot,Asia/Shanghai,46.08333,122.08333
863033069630348917,BY,Vitebsk,Europe/Minsk,55.1904,30.2049
8630330696303481248,MX,Zacoalco de Torres,America/Mexico_City,20.22816,-103.5687
863033069630348735,US,Yonkers,America/New_York,40.93121,-73.89875
863033069630348032,GB,Bushey,Europe/London,51.64316,-0.36053
8630330696303481438,NO,Harstad,Europe/Oslo,68.79833,16.54165
863033069630348446,CA,Pointe-Claire,America/Toronto,45.44868,-73.81669
8630330696303481123,PH,Antipolo,Asia/Manila,14.62578,121.12251
359043379931766536,US,Searcy,America/Chicago,35.25064,-91.73625
863033069630348339,GM,Farafenni,Africa/Banjul,13.56667,-15.6
8630330696303482311,PH,Naga,Asia/Manila,10.20898,123.758
8630330696303482105,DE,Dahlem,Europe/Berlin,52.4581,13.28702
863033069630348628,BE,Temse,Europe/Brussels,51.12794,4.21372
359043379931766817,NE,Mirriah,Africa/Niamey,13.70727,9.15013
359043379931766080,GH,Tarkwa,Africa/Accra,5.30383,-1.98956
863033069630348644,TT,Port of Spain,America/Port_of_Spain,10.66668,-61.51889
863033069630348487,MA,Azrou,Africa/Casablanca,33.43443,-5.22126
8630330696303482279,NL,Zeist,Europe/Amsterdam,52.09,5.23333
863033069630348552,US,Kearns,America/Denver,40.65995,-111.99633
3590433799317662006,CN,Zaozhuang,Asia/Shanghai,34.86472,117.55417
8630330696303482071,US,Fayetteville,America/New_York,35.05266,-78.87836
3590433799317661461,IT,Campobasso,Europe/Rome,41.55947,14.66737
3590433799317661594,US,Deltona,America/New_York,28.90054,-81.26367
8630330696303481453,IN,Bhayandar,Asia/Kolkata,19.30157,72.85107
359043379931766056,MY,Ulu Tiram,Asia/Kuala_Lumpur,1.6,103.81667
359043379931766478,IN,Barbil,Asia/Kolkata,22.10194,85.37752
8630330696303481792,CN,Licheng,Asia/Shanghai,23.29549,113.82465
8630330696303481958,ES,Novelda,Europe/Madrid,38.38479,-0.76773
8630330696303481727,TH,Tak Bai,Asia/Bangkok,6.25947,102.05461
8630330696303481446,TH,Damnoen Saduak,Asia/Bangkok,13.51825,99.95469
359043379931766163,DZ,Bordj Zemoura,Africa/Algiers,36.27462,4.85668
3590433799317661057,MX,San Lorenzo Acopilco,America/Mexico_City,19.32889,-99.32556
3590433799317661297,GB,Kingston upon Hull,Europe/London,53.7446,-0.33525
8630330696303481487,US,West Des Moines,America/Chicago,41.57721,-93.71133
3590433799317661040,US,Bon Air,America/New_York,37.52487,-77.55777
3590433799317661990,BE,Mouscron,Europe/Brussels,50.74497,3.20639
8630330696303481826,SK,Hlohovec,Europe/Bratislava,48.43174,17.8031
8630330696303481057,PH,Tupi,Asia/Manila,6.33444,124.95278
863033069630348701,CA,Markham,America/Toronto,43.86682,-79.2663
863033069630348826,DE,Verl,Europe/Berlin,51.88333,8.51667
359043379931766304,CN,Changshu City,Asia/Shanghai,31.64615,120.74221
3590433799317662352,IN,Chharra,Asia/Kolkata,27.9247,78.40102
8630330696303481156,PL,Brzeg,Europe/Warsaw,50.86079,17.4674
3590433799317662279,IN,Pune,Asia/Kolkata,18.51957,73.85535
8630330696303482253,MG,Ikalamavony,Indian/Antananarivo,-21.15,46.58333
8630330696303482410,MA,Jerada,Africa/Casablanca,34.31,-2.16
3590433799317661016,GT,Chichicastenango,America/Guatemala,14.93333,-91.11667
8630330696303482030,BR,Canavieiras,America/Bahia,-15.675,-38.94722
863033069630348032,IT,Roseto degli Abruzzi,Europe/Rome,42.67164,14.01481
863033069630348602,CN,Jiangyan,Asia/Shanghai,32.50611,120.14278
863033069630348644,IN,Sirsi,Asia/Kolkata,14.62072,74.83554
3590433799317661552,IT,Perugia,Europe/Rome,43.1122,12.38878
8630330696303482071,US,Bourbonnais,America/Chicago,41.15376,-87.88754
359043379931766049,RU,Novopavlovsk,Europe/Moscow,43.96222,43.63417
359043379931766635,DE,Landshut,Europe/Berlin,48.52961,12.16179
3590433799317661958,IN,Jashpurnagar,Asia/Kolkata,22.88783,84.13864
863033069630348982,MY,Kulai,Asia/Kuala_Lumpur,1.6561,103.6032
3590433799317661479,MX,Salvatierra,America/Mexico_City,20.21322,-100.88023
8630330696303481420,CZ,Český Krumlov,Europe/Prague,48.812737,14.317466
8630330696303481669,FR,Niort,Europe/Paris,46.32313,-0.45877
3590433799317661172,IT,Novara,Europe/Rome,45.44694,8.62118
8630330696303481024,US,Abilene,America/Chicago,32.44874,-99.73314
8630330696303481305,PH,Guyong,Asia/Manila,14.8361,120.97844
359043379931766726,CN,Pucheng,Asia/Shanghai,27.92333,118.53333
8630330696303481792,ES,Reus,Europe/Madrid,41.15612,1.10687
