ID,Malware,DateTime,Chrome,Youtube,Dogalize,Katana,Raider,Gm,Vending,Update_assist,UCMobile_x86,UCMobile_intl
3590433799317661347,1,2018-05-05 10:13:00,10.81134,8.63958,8.69287,7.29471,71.68037,11.27307,62.08457,0.00225,0.49799,10.56916
8630330696303481461,0,2018-05-05 10:14:00,9.06085,10.40372,10.29412,9.92144,41.34957,10.64415,54.01211,0.00011,63.38986,64.5644
3590433799317661628,1,2018-05-05 10:15:00,13.72873,9.69037,8.71144,8.86071,38.96372,12.99756,70.89394,0.00456,60.09171,55.03851
863033069630348461,1,2018-05-05 10:16:00,9.33398,10.08432,9.0332,7.12441,57.80814,14.15526,70.66453,0.00425,6.13212,15.62571
8630330696303481438,1,2018-05-05 10:17:00,15.47578,10.00409,11.88298,9.76896,73.6614,10.69456,31.27418,0.00479,84.71861,57.70126
359043379931766932,0,2018-05-05 10:18:00,13.73182,10.36638,10.55869,13.63866,69.90537,12.82678,64.01288,6e-05,28.8222,68.57588
863033069630348578,1,2018-05-05 10:19:00,12.77901,7.49526,7.3665,6.5241,5.50025,10.69024,57.95322,0.00046,78.55305,78.25587
8630330696303481479,1,2018-05-05 10:20:00,11.80482,9.35614,9.04283,10.10256,52.28829,10.54549,47.67198,0.05596,75.02473,47.04136
359043379931766338,0,2018-05-05 10:21:00,13.06727,15.04686,13.69244,12.26984,71.04471,13.15771,46.44441,0.00106,14.54232,36.72006
8630330696303481305,0,2018-05-05 10:22:00,12.64358,14.69818,7.58582,14.98644,18.37804,10.08365,42.54682,0.00171,16.62679,39.91379
8630330696303481651,0,2018-05-05 10:23:00,12.06655,5.66603,12.85179,15.50944,20.3803,12.03859,44.33433,0.00036,11.51464,99.28032
3590433799317662295,0,2018-05-05 10:24:00,12.28956,7.6732,11.34252,13.31364,79.11648,7.75138,56.30786,0.00328,45.32744,90.32493
863033069630348610,1,2018-05-05 10:25:00,11.9585,13.18614,10.10081,9.75106,40.41745,13.24388,49.03789,0.06016,77.874,13.73212
863033069630348610,1,2018-05-05 10:26:00,16.25784,11.16002,11.86678,9.86253,46.46971,9.22873,70.04323,0.00017,92.553,17.56177
3590433799317661636,1,2018-05-05 10:27:00,12.92378,17.68646,10.32717,12.03181,26.55488,7.02941,63.03618,0.00387,48.765,25.50776
3590433799317662477,1,2018-05-05 10:28:00,11.26317,7.71949,8.89299,10.58921,18.81517,14.18194,52.28344,0.00074,22.61462,9.97099
359043379931766718,1,2018-05-05 10:29:00,14.5769,9.84493,6.96722,6.79933,71.22365,10.68114,35.2496,0.00766,23.08529,70.4324
359043379931766262,0,2018-05-05 10:30:00,16.28837,12.55388,11.48679,12.22566,27.48522,13.63514,54.7162,0.00034,66.59593,10.44355
8630330696303482410,1,2018-05-05 10:31:00,15.09906,9.21938,9.31944,8.35935,38.97523,13.31552,44.793,0.00027,97.93446,78.81233
863033069630348966,1,2018-05-05 10:32:00,13.77894,9.79694,5.82576,5.11984,33.65278,16.01804,65.98555,0.00215,16.77265,0.87181
8630330696303481636,0,2018-05-05 10:33:00,11.48805,11.22563,13.30257,10.97347,87.66004,13.33617,61.28301,8e-05,6.13092,69.84808
8630330696303481123,1,2018-05-05 10:34:00,12.82121,11.74053,5.67608,14.27437,62.90113,8.81421,40.14713,0.00205,24.78782,60.45243
8630330696303482204,1,2018-05-05 10:35:00,13.99477,11.33576,9.16856,7.56476,28.37606,15.52718,68.51407,0.00421,60.93488,86.87657
3590433799317662261,1,2018-05-05 10:36:00,12.16689,16.10414,10.51421,10.60801,14.6761,9.88381,51.65385,0.00537,50.07512,58.16713
3590433799317661230,1,2018-05-05 10:37:00,14.67978,12.64971,9.19793,12.76131,72.28635,8.4383,62.24055,0.00456,76.29214,31.22198
3590433799317661651,1,2018-05-05 10:38:00,14.7533,9.52505,6.62395,9.21227,0.73921,15.11282,42.19571,0.07689,50.06036,75.98067
3590433799317661412,1,2018-05-05 10:39:00,14.06406,6.83754,9.54254,9.12617,34.87149,10.31153,51.78388,5e-05,98.18497,81.12052
8630330696303481123,0,2018-05-05 10:40:00,10.29256,9.07916,13.35052,11.27679,17.91182,9.83873,50.58304,0.00016,91.29331,84.41288
8630330696303481966,1,2018-05-05 10:41:00,13.02534,9.97946,8.59582,7.92873,30.24183,14.93623,56.80512,0.00961,53.94805,1.35389
8630330696303481834,1,2018-05-05 10:42:00,11.33825,8.75804,8.96953,9.9997,63.32231,10.5438,54.37759,0.03644,81.04128,30.80248
3590433799317662113,1,2018-05-05 10:43:00,11.3066,9.06869,10.38687,6.74658,31.79786,10.77673,41.76172,0.01547,89.17202,88.22078
8630330696303482378,1,2018-05-05 10:44:00,11.49548,12.5578,6.19027,15.04849,4.20877,7.89558,46.29006,0.00043,28.85435,27.22087
863033069630348750,0,2018-05-05 10:45:00,15.34056,14.85215,12.68816,13.019,82.5935,7.85496,44.73628,0.00015,84.68537,34.87936
8630330696303481784,0,2018-05-05 10:46:00,11.24603,14.12832,14.86356,12.75536,39.37645,11.69727,55.18873,0.00203,89.48964,76.1586
3590433799317661651,0,2018-05-05 10:47:00,12.19124,11.74713,11.85708,12.62833,19.05659,14.68289,34.6904,0.00019,24.06192,59.68431
8630330696303481917,1,2018-05-05 10:48:00,9.82193,11.54666,5.38822,11.96937,37.35464,9.3838,56.09251,0.0853,20.72712,40.83305
8630330696303481156,1,2018-05-05 10:49:00,16.62096,7.71271,11.41464,12.21504,92.21151,8.39469,54.66396,0.00036,40.55077,20.81619
8630330696303481230,0,2018-05-05 10:50:00,14.05044,15.25966,12.90042,11.54621,28.08623,15.73677,36.04049,0.00116,61.55453,47.27606
359043379931766858,1,2018-05-05 10:51:00,11.86852,8.23461,8.64035,9.06657,65.06124,14.16755,70.95961,0.00443,88.74733,51.72047
863033069630348008,0,2018-05-05 10:52:00,13.24305,9.93211,8.86891,7.28656,99.27422,10.40464,47.41495,0.01442,33.41367,70.44954
8630330696303481958,1,2018-05-05 10:53:00,16.08936,6.49606,6.84431,10.26892,11.06618,8.72553,65.31473,0.02685,1.4679,7.33596
8630330696303481784,1,2018-05-05 10:54:00,15.52777,11.89563,7.45465,8.79334,81.42805,10.47103,43.07585,0.12002,46.86858,32.76998
8630330696303482253,1,2018-05-05 10:55:00,14.64031,11.00129,10.70111,13.59198,86.37622,7.52468,67.57051,0.00423,99.67419,53.38413
3590433799317662071,1,2018-05-05 10:56:00,13.6418,11.09939,10.12365,11.27632,79.00543,9.00997,53.22983,0.00024,61.56507,60.43216
8630330696303481396,0,2018-05-05 10:57:00,12.94963,14.14509,9.46411,12.93116,85.02241,12.78296,55.13383,0.00013,19.717,44.64684
8630330696303481446,0,2018-05-05 10:58:00,13.86827,8.78071,13.04231,12.39812,85.05028,6.06112,79.75322,5e-05,39.71164,28.22365
8630330696303481651,1,2018-05-05 10:59:00,11.31745,12.03115,6.85796,13.59098,33.40279,7.59338,46.43149,0.0028,52.40279,90.24907
8630330696303481370,1,2018-05-05 11:00:00,13.96269,14.7887,12.49035,8.27276,12.96765,11.3346,73.6823,0.0071,50.07586,25.56658
359043379931766551,0,2018-05-05 11:01:00,12.30796,8.05919,14.28786,12.71867,46.54157,5.79951,45.56642,0.00024,14.10177,28.63447
359043379931766270,0,2018-05-05 11:02:00,8.18497,7.72157,13.56368,9.88736,21.72583,10.34971,58.0657,0.00011,31.22728,50.17044
3590433799317662345,1,2018-05-05 11:03:00,17.70825,10.1231,5.22418,8.17559,22.64762,9.91552,31.21625,0.00117,19.42922,60.69675
863033069630348362,1,2018-05-05 11:04:00,11.28533,13.56317,10.4419,12.27273,81.65345,9.84256,54.21952,0.0013,3.02188,70.21481
8630330696303481461,0,2018-05-05 11:05:00,8.77168,7.47433,12.33208,12.15281,84.89486,10.0847,78.78647,0.00025,21.26551,97.83477
8630330696303482337,1,2018-05-05 11:06:00,10.78114,8.019,9.21668,10.57685,25.11082,13.06639,61.73878,0.02901,0.91764,6.71481
863033069630348321,1,2018-05-05 11:07:00,10.93002,13.83199,9.63095,12.74541,16.87909,11.02458,29.13645,0.00947,53.22256,37.19326
8630330696303482402,1,2018-05-05 11:08:00,11.97151,14.89534,11.09053,11.09169,10.58302,10.45602,71.38081,0.01143,68.62835,1.64537
8630330696303481719,0,2018-05-05 11:09:00,14.86028,12.6941,12.46696,13.61181,64.53037,14.15735,51.75357,7e-05,92.48613,16.38328
3590433799317661511,0,2018-05-05 11:10:00,12.83636,10.64183,17.282887499999998,10.98442,17.82537,12.1746,30.9872,0.00138,7.62787,69.69446
863033069630348750,1,2018-05-05 11:11:00,12.38746,9.0499,8.02498,6.67149,2.9429,15.21255,34.10309,0.00023,89.70846,27.1573
359043379931766932,1,2018-05-05 11:12:00,9.33216,5.94423,9.61398,9.64631,48.24885,10.87058,85.68597,0.00105,13.23856,4.37339
3590433799317662410,0,2018-05-05 11:13:00,14.50975,13.77712,14.99756,12.48376,83.00947,12.83433,49.88034,0.00013,57.68228,19.93721
3590433799317661354,0,2018-05-05 11:14:00,12.89288,8.08535,11.29178,14.94583,10.30903,10.34656,70.87313,0.00033,36.77091,54.14196
359043379931766007,1,2018-05-05 11:15:00,13.71775,10.66204,11.99028,8.72689,72.94592,13.79317,59.1957,0.00035,6.17743,83.60579
863033069630348545,0,2018-05-05 11:16:00,12.50035,7.24123,8.35015,8.66707,0.83385,7.69627,51.91363,0.43299,49.62818,15.28622
3590433799317662048,1,2018-05-05 11:17:00,16.50835,11.37081,12.605,12.5247,11.67851,11.48988,44.77366,0.00111,87.80899,61.09532
863033069630348982,1,2018-05-05 11:18:00,16.99606,10.04999,11.04415,15.14245,97.40736,6.01832,73.10509,0.00178,97.08378,83.29147
3590433799317662147,1,2018-05-05 11:19:00,9.21662,16.80921,9.56601,12.90358,76.76318,10.30206,61.40496,0.38372,11.09641,10.63582
8630330696303481719,1,2018-05-05 11:20:00,13.93616,10.5914,5.80813,14.16124,27.41175,6.22028,64.18111,0.00213,30.64818,39.39193
3590433799317661008,1,2018-05-05 11:21:00,16.12482,9.41174,9.17871,8.6536,25.25285,8.23666,65.35717,0.01745,82.97108,63.34014
3590433799317661859,0,2018-05-05 11:22:00,11.35362,12.25399,6.78752,12.01956,33.16068,10.04387,37.74885,0.02511,77.61867,41.74487
863033069630348388,0,2018-05-05 11:23:00,13.50247,12.56711,14.84741,12.0645,16.39508,10.64038,54.8564,0.00025,55.79677,12.97862
3590433799317662212,1,2018-05-05 11:24:00,12.34921,5.35399,7.69935,8.14638,76.65782,14.0727,61.80291,0.00011,92.7227,90.75417
863033069630348891,0,2018-05-05 11:25:00,14.62414,14.12023,12.80295,10.80719,93.93058,13.08822,37.17319,0.00067,79.63943,42.14795
3590433799317662378,1,2018-05-05 11:26:00,14.30392,14.65096,13.27983,11.95517,73.15149,7.98794,50.49957,0.01164,19.40243,51.17044
8630330696303482089,1,2018-05-05 11:27:00,10.32397,13.36444,5.82094,10.87915,2.50021,9.17417,66.40316,0.0919,55.45366,51.23332
863033069630348875,1,2018-05-05 11:28:00,11.6902,13.51428,8.86853,13.21346,81.71418,11.21741,60.84995,0.03556,66.56961,31.39122
8630330696303481610,0,2018-05-05 11:29:00,10.68515,13.49551,11.62821,11.5188,14.70513,12.25025,46.92827,5e-05,40.22566,77.41821
3590433799317661792,1,2018-05-05 11:30:00,9.49185,5.87218,8.91061,9.83331,75.93973,13.23622,75.78149,0.00808,23.70975,0.65786
359043379931766452,1,2018-05-05 11:31:00,13.96137,13.23088,9.43573,16.27792,31.9652,5.97036,64.63608,0.00193,77.22628,49.38066
3590433799317661073,1,2018-05-05 11:32:00,13.66311,8.67505,8.6013,9.25736,95.8737,8.34497,51.32281,0.00907,28.45656,19.55323
3590433799317662329,0,2018-05-05 11:33:00,11.07529,12.96063,14.96659,11.829,99.37203,11.0848,47.45892,0.00028,49.37483,55.50625
863033069630348149,0,2018-05-05 11:34:00,14.70157,8.96669,12.91442,14.7536,85.89195,8.36898,62.7997,0.00046,48.57929,22.49209
863033069630348487,1,2018-05-05 11:35:00,12.64306,8.95559,5.55598,15.3304,95.19428,8.112,43.77451,0.00487,92.96341,43.91598
3590433799317661461,0,2018-05-05 11:36:00,15.32952,8.6427,13.02317,12.56432,62.05716,7.42501,53.22017,0.00026,4.02511,85.34498
8630330696303481867,1,2018-05-05 11:37:00,14.21086,8.05619,4.64686,6.23832,10.26409,9.70509,73.08464,0.17548,17.88595,19.31866
3590433799317662402,0,2018-05-05 11:38:00,12.01011,13.03784,14.92409,12.90361,62.97914,11.72481,57.86158,0.00071,30.41405,68.83102
3590433799317661263,1,2018-05-05 11:39:00,11.87746,11.39874,10.86828,9.12736,11.31946,7.87072,46.0656,0.00013,41.32742,27.08202
3590433799317661784,1,2018-05-05 11:40:00,11.14232,10.49797,7.73689,9.97757,80.56968,16.41813,59.74323,0.04561,43.38462,16.2275
3590433799317661453,1,2018-05-05 11:41:00,10.57337,9.82864,10.18236,9.75659,7.63554,13.10278,71.96539,0.0011,6.82704,42.31699
8630330696303481719,1,2018-05-05 11:42:00,15.15423,14.63271,10.82499,13.80572,80.37178,10.64418,81.3058,0.00808,81.70581,72.43601
3590433799317661818,1,2018-05-05 11:43:00,13.71103,7.84553,7.88949,10.75588,42.25942,11.46446,47.0956,0.00112,42.34345,48.77688
8630330696303481685,0,2018-05-05 11:44:00,9.86053,14.32471,14.28691,13.31791,41.10692,8.81132,48.58042,0.03798,46.53683,63.19197
3590433799317661230,1,2018-05-05 11:45:00,13.49294,13.3409,11.63373,10.30344,5.34139,10.8527,57.68167,0.01451,18.37489,48.9876
359043379931766890,1,2018-05-05 11:46:00,14.49843,7.45216,8.3598,10.69804,29.88836,9.315,49.05144,0.00402,77.4048,96.13825
8630330696303481222,1,2018-05-05 11:47:00,13.47118,7.2222,6.3725,9.25159,86.38416,14.02475,55.45162,0.0735,92.04951,59.99377
359043379931766452,0,2018-05-05 11:48:00,11.59369,13.90447,14.93219,12.66377,31.13174,9.08111,56.94788,0.01111,36.99474,98.38266
863033069630348388,0,2018-05-05 11:49:00,12.87797,5.62763,13.93772,14.0367,5.67084,13.45781,57.57207,8e-05,46.0999,90.19559
8630330696303482139,0,2018-05-05 11:50:00,11.97344,14.07597,7.32644,17.93241,98.84274,5.83826,41.49841,0.00169,84.42423,90.46839
8630330696303481610,0,2018-05-05 11:51:00,11.78935,9.21346,9.25026,11.60822,82.66818,9.2083,60.76824,0.00011,83.88107,13.75158
863033069630348552,0,2018-05-05 11:52:00,11.52609,13.94097,12.43557,12.29935,87.2237,12.02787,47.72541,0.00062,77.19874,44.62534
8630330696303482238,1,2018-05-05 11:53:00,12.94254,12.27358,8.51299,10.53802,31.49068,8.9262,50.45274,0.00041,90.93672,28.07602
359043379931766049,0,2018-05-05 11:54:00,12.92262,8.96557,12.94194,12.76107,13.40986,12.37126,42.09424,7e-05,12.69718,79.47316
359043379931766460,0,2018-05-05 11:55:00,14.23587,10.76132,10.85647,13.72938,15.50979,13.1959,65.40727,8e-05,97.02322,54.17458
863033069630348313,0,2018-05-05 11:56:00,10.77689,11.10725,10.49071,12.41428,93.32059,13.13121,64.03408,0.00068,61.66754,69.6682
8630330696303481768,1,2018-05-05 11:57:00,10.57347,8.29832,9.00932,8.58486,27.01167,17.1722,47.79383,0.00023,61.69198,51.54122
863033069630348909,0,2018-05-05 11:58:00,15.90346,10.20512,11.48556,13.30114,1.8079,13.46614,57.48057,0.0006,78.30161,79.60421
8630330696303482113,1,2018-05-05 11:59:00,11.79898,8.94876,7.80991,9.42013,27.28649,8.56937,65.89478,0.02244,79.0572,17.02709
3590433799317662154,1,2018-05-05 12:00:00,10.57191,14.26282,6.49732,12.25205,51.73072,6.28972,67.40035,0.00028,3.22835,98.25173
3590433799317661552,1,2018-05-05 12:01:00,13.97082,12.07587,7.50052,13.03537,43.8591,7.53365,41.36459,0.00111,87.09018,79.26364
863033069630348248,1,2018-05-05 12:02:00,11.59363,8.91564,7.58044,7.21864,7.32572,11.52964,58.47423,0.03812,16.09306,38.86636
8630330696303481057,0,2018-05-05 12:03:00,15.4998,8.18302,12.25015,15.09916,97.41753,8.65092,47.46202,8e-05,34.43186,98.77797
359043379931766221,0,2018-05-05 12:04:00,12.40521,11.2687,10.07924,13.01922,91.06968,13.4883,35.24277,6e-05,4.61583,84.77897
359043379931766965,1,2018-05-05 12:05:00,10.14829,11.71955,7.74396,13.1975,99.66903,8.87222,50.11457,0.0102,40.93952,85.65158
8630330696303481339,1,2018-05-05 12:06:00,9.45376,11.94891,12.52582,10.1383,45.90646,14.41647,56.66046,0.02258,36.88116,64.51366
359043379931766163,1,2018-05-05 12:07:00,12.39222,7.99705,6.50571,8.90075,83.84686,9.89471,59.9022,0.04877,37.72659,18.34693
8630330696303481818,1,2018-05-05 12:08:00,11.9158,12.08797,6.7797,11.70847,90.80484,5.87027,56.22094,0.00652,50.8158,94.44739
863033069630348693,1,2018-05-05 12:09:00,10.67862,11.65688,13.70015,11.72835,47.06833,13.9445,62.84749,4e-05,51.76194,72.90767
863033069630348073,0,2018-05-05 12:10:00,6.865205000000001,11.84094,11.60303,11.60726,84.25232,10.18967,60.89236,7e-05,33.75408,7.92308
8630330696303481099,1,2018-05-05 12:11:00,12.43062,8.78832,7.73136,9.58164,10.87149,11.50955,51.29614,0.03432,5.57302,92.0563
359043379931766163,1,2018-05-05 12:12:00,13.34559,8.72967,5.81836,11.69199,15.66309,10.01226,69.08444,0.00073,18.00202,20.44093
8630330696303481545,1,2018-05-05 12:13:00,10.63682,7.07712,8.73757,6.29517,46.83022,13.46619,68.00007,0.00898,4.45441,19.6454
863033069630348420,0,2018-05-05 12:14:00,13.50594,15.06711,10.09517,11.98481,25.96607,13.74542,64.22032,7e-05,88.8655,30.30871
8630330696303482329,0,2018-05-05 12:15:00,11.335,7.35398,15.27772,12.06921,37.49403,8.63994,58.21313,0.00016,20.58628,57.16898
863033069630348867,1,2018-05-05 12:16:00,10.15373,9.85004,13.0669,9.50526,82.02105,13.73232,42.74969,0.00175,33.64631,26.87251
359043379931766387,0,2018-05-05 12:17:00,11.14064,13.20861,9.27313,12.16239,26.30542,10.81975,61.85819,0.00021,87.12194,50.75271
863033069630348453,1,2018-05-05 12:18:00,12.50404,10.85688,6.7209,12.88288,51.7263,11.72543,40.5735,0.00288,82.99233,79.87482
863033069630348370,0,2018-05-05 12:19:00,11.91477,6.39321,13.30494,15.56761,30.27571,9.98299,47.21461,0.00046,50.82876,91.00272
863033069630348529,0,2018-05-05 12:20:00,13.47961,9.7807,14.5887,9.84401,66.40943,10.89482,54.83259,0.00074,44.05724,89.08549
8630330696303481628,1,2018-05-05 12:21:00,11.20775,11.44716,8.65622,12.15539,97.34709,6.7042,60.54397,0.00115,88.60741,86.62633
8630330696303481834,1,2018-05-05 12:22:00,12.17407,6.19261,7.70033,7.93173,62.90092,11.84388,24.02067499999999,0.00078,71.41853,44.21195
863033069630348776,1,2018-05-05 12:23:00,10.49366,9.80094,13.39797,9.72503,18.21379,14.45504,53.84082,0.00065,24.65365,28.5049
8630330696303482311,1,2018-05-05 12:24:00,11.67809,10.05314,6.42299,5.90526,85.80435,14.70015,31.79406,0.00428,55.13899,4.19471
3590433799317662089,1,2018-05-05 12:25:00,9.34667,8.86907,10.72814,8.44524,69.13354,13.43964,58.32123,0.00079,63.56752,41.37986
359043379931766833,1,2018-05-05 12:26:00,8.58896,8.66057,9.64155,12.32467,25.07599,12.57827,33.79963,0.01412,59.78185,20.60897
8630330696303481636,0,2018-05-05 12:27:00,15.06725,11.65524,11.64774,11.04388,4.7996,13.91384,63.8196,6e-05,77.53995,51.43497
3590433799317661909,1,2018-05-05 12:28:00,13.26773,12.09616,8.51945,11.61336,87.27004,11.89657,60.05939,0.00507,19.74712,43.01542
3590433799317662428,0,2018-05-05 12:29:00,14.25196,9.32986,12.48478,12.20068,86.27505,7.16966,44.2324,0.00012,50.81321,51.01651
3590433799317661362,0,2018-05-05 12:30:00,10.24464,12.87959,12.96802,11.83023,4.28609,11.5535,42.8537,0.00056,13.31706,42.85864
863033069630348834,1,2018-05-05 12:31:00,10.70649,12.44467,9.31363,10.80328,39.63845,9.25318,38.17911,0.1792,47.39749,98.57195
359043379931766437,1,2018-05-05 12:32:00,12.78914,9.91097,8.22227,13.08571,68.31875,8.30416,56.62592,0.00593,33.193,61.78696
359043379931766734,1,2018-05-05 12:33:00,9.20014,16.26364,10.26169,13.83487,43.50057,10.59552,42.31194,0.19249,72.23586,57.32247
8630330696303482253,1,2018-05-05 12:34:00,12.98216,9.87295,6.55204,6.42577,26.39312,14.08124,50.69066,0.06131,99.57543,40.50071
359043379931766973,1,2018-05-05 12:35:00,11.86727,14.0539,8.30089,10.68219,48.87234,10.36803,59.47594,0.03217,10.73935,25.68422
8630330696303481982,1,2018-05-05 12:36:00,14.06304,12.94066,7.97026,12.26353,1.34963,10.48805,57.54893,0.00073,23.56551,16.09281
8630330696303482352,1,2018-05-05 12:37:00,15.24916,13.61678,8.98636,14.50316,33.35794,8.73955,43.10749,0.00096,86.42241,50.77814
863033069630348842,1,2018-05-05 12:38:00,11.77066,13.45658,10.74974,12.28096,79.26251,7.94446,63.7226,0.00927,36.55015,45.43847
8630330696303482220,0,2018-05-05 12:39:00,16.48768,8.91224,9.71994,14.96585,70.26546,5.09244,60.67371,0.00011,87.34864,34.22415
8630330696303481693,0,2018-05-05 12:40:00,15.13091,12.16375,14.63762,10.37116,67.914,13.39582,35.17617,0.00191,45.14186,57.9969
3590433799317661271,0,2018-05-05 12:41:00,14.40422,9.86339,9.7143,11.55963,86.11573,8.35713,57.06033,6e-05,91.39817,64.44749
359043379931766635,1,2018-05-05 12:42:00,11.91653,12.39763,8.10906,7.80849,40.66675,13.35495,42.18926,0.03044,79.0348,11.24775
3590433799317661206,1,2018-05-05 12:43:00,15.01502,12.85973,13.33373,12.04241,79.33991,8.65604,60.398,9e-05,18.60753,18.30082
863033069630348255,1,2018-05-05 12:44:00,13.43548,5.78065,7.99058,9.49439,25.48407,14.35012,49.18274,0.00159,92.23911,78.65894
359043379931766304,1,2018-05-05 12:45:00,15.12572,9.10987,5.50762,6.94624,90.40043,8.75546,70.12163,0.0931,49.16019,84.96975
359043379931766973,1,2018-05-05 12:46:00,13.70598,6.55212,4.98203,11.84308,1.15655,6.96759,73.58791,0.01375,19.39751,88.71636
8630330696303481685,1,2018-05-05 12:47:00,12.55979,9.54972,8.76446,7.34427,47.59557,11.32719,41.79377,0.00672,98.79101,5.60819
3590433799317662436,0,2018-05-05 12:48:00,9.15544,9.75413,14.00186,9.40068,72.34595,8.70434,49.99492,8e-05,19.01724,6.85676
8630330696303481792,1,2018-05-05 12:49:00,10.87381,8.81904,7.73633,6.70638,66.9829,13.1617,52.15743,0.38258,89.12547,39.6893
8630330696303482386,1,2018-05-05 12:50:00,13.5514,8.28233,9.01507,11.34647,53.61065,7.92454,59.11881,0.02571,77.36783,20.60687
863033069630348834,1,2018-05-05 12:51:00,11.92338,11.92927,11.20536,11.69552,36.13241,5.83379,68.92484,0.00031,96.7439,59.58115
3590433799317662089,1,2018-05-05 12:52:00,14.29479,11.1137,10.76728,11.82619,33.13886,7.57662,60.70047,0.00394,40.88795,2.83026
863033069630348412,0,2018-05-05 12:53:00,13.09639,12.15695,12.46952,11.83992,67.2899,12.03646,53.15394,0.00014,94.71986,52.80822
3590433799317661768,0,2018-05-05 12:54:00,12.2433,10.68231,13.82333,12.30451,16.27647,12.34563,53.84066,5e-05,31.14071,73.18443
359043379931766049,1,2018-05-05 12:55:00,11.32821,6.66346,11.90287,13.42402,17.14104,6.70776,48.48973,0.0004,95.94302,24.71065
8630330696303482303,1,2018-05-05 12:56:00,12.28472,7.88878,10.81011,12.79791,31.37509,14.78224,48.01445,0.00226,58.82052,78.48877
8630330696303482402,1,2018-05-05 12:57:00,12.354,13.73448,10.04105,9.21211,94.11124,9.87027,56.07403,0.02474,38.89397,79.63022
8630330696303481198,1,2018-05-05 12:58:00,11.79601,12.87563,6.89251,15.50721,63.69187,5.43164,59.68694,0.02361,15.73399,10.48038
863033069630348446,0,2018-05-05 12:59:00,13.36228,7.49921,15.717,15.60435,28.45517,6.22587,59.81853,0.00033,57.98122,21.50936
863033069630348735,0,2018-05-05 13:00:00,10.59653,10.51598,11.40323,9.68487,71.37888,9.27975,55.78261,8e-05,29.42718,22.82807
3590433799317661826,0,2018-05-05 13:01:00,14.13308,13.74133,15.70058,11.97981,58.16514,13.46924,54.58994,0.00012,72.16052,70.89144
8630330696303482279,0,2018-05-05 13:02:00,14.91844,5.89263,17.282887499999998,16.00167,25.05815,4.30596,44.41808,0.00042,36.85641,94.19652
3590433799317661438,1,2018-05-05 13:03:00,11.58334,16.44584,11.51923,14.69364,99.74086,8.38798,53.94712,0.00022,75.82346,22.37148
3590433799317661735,0,2018-05-05 13:04:00,15.10795,9.79373,10.62192,11.54473,88.83834,8.57302,57.95696,0.00016,26.68331,30.9996
359043379931766338,0,2018-05-05 13:05:00,10.9062,5.89443,15.70504,12.79217,6.84028,9.12522,87.292755,8e-05,1.11751,31.59578
863033069630348958,0,2018-05-05 13:06:00,14.6259,12.5884,10.63264,14.16284,55.01601,9.23681,67.51096,0.00254,94.24511,38.6407
359043379931766940,0,2018-05-05 13:07:00,8.78109,8.51491,12.46958,7.8659,68.61893,14.28931,49.37416,0.0002,26.11712,65.14906
359043379931766080,0,2018-05-05 13:08:00,12.15114,12.60007,7.73899,11.26085,77.62028,8.7914,81.11967,0.00013,15.63475,15.93542
3590433799317661784,1,2018-05-05 13:09:00,13.00662,10.47942,7.67308,8.00748,47.17905,11.97221,43.49937,0.09033,90.72506,89.95634
3590433799317661511,0,2018-05-05 13:10:00,14.74178,13.47067,10.32709,13.92874,5.71807,4.95595,37.7388,0.01855,76.96198,38.62171
