ID,Malware,DateTime,Chrome,Google,Dogalize,Katana,Gm,Vending,System,Settings,Simulator,Notifier,Gms,Gms_persistent,Document_sui,Package_installer,External_storage,InputMethod_latin,Process_gapps,OLauncher,Browser_provider,Def_container
3590433799317661412,1,2018-05-05 10:39:00,10.32719,57.99803,56.24269,55.56218,7.94689,34.50672,8.97492,12.12469,89.72762,94.00271,20.49663,6.26941,12.47091,7.27728,5.69114,39.12931,52.77579,7.34379,91.99851,73.1459
8630330696303481123,0,2018-05-05 10:40:00,13.42207,57.47517,64.72213,54.00755,12.49987,18.90717,7.95281,8.35021,2.94436,54.09667,45.63669,47.44137,9.21753,8.62934,12.51583,57.86592,9.97053,71.83474,42.31042,1.75608
8630330696303481966,1,2018-05-05 10:41:00,12.09122,57.62772,49.09739,43.58924,10.9609,87.69751,9.08373,12.94379,70.55517,41.0841,36.57154,41.52844,8.47129,12.91696,8.47308,30.97143,94.57492,57.17966,48.11517,97.0925
8630330696303481834,1,2018-05-05 10:42:00,14.30277,65.03542,80.61865,40.45283,14.65417,17.5937,17.15684,8.55926,16.17275,52.76816,29.25783,43.42484,7.80638,14.25299,10.66767,20.08883,53.25816,15.51397,59.68032,22.56272
3590433799317662113,1,2018-05-05 10:43:00,13.08244,47.78752,27.0939,49.11057,10.83411,96.71341,11.03279,14.94218,55.43006,16.05029,54.86983,5.73244,7.52295,13.39706,7.8496,56.80771,96.38655,66.3796,64.3616,52.51903
8630330696303482378,1,2018-05-05 10:44:00,14.26388,34.05132,6.01351,60.40054,9.5922,81.20551,11.30174,8.51003,98.16265,5.02215,54.81621,53.48001,6.27563,9.74956,5.24032,51.97067,4.19843,97.18107,18.44763,7.48749
863033069630348750,0,2018-05-05 10:45:00,11.68535,76.23583,86.09287,58.52702,15.35656,8.60796,9.25553,10.2509,20.2142,82.22101,46.56773,44.90712,11.01533,8.69419,6.51884,60.77011,77.59075,15.51402,95.84942,98.1132
8630330696303481784,0,2018-05-05 10:46:00,11.88627,54.43121,88.36171,41.39162,15.56697,2.48252,11.48123,5.82294,19.819,20.94472,44.92106,92.50501,13.27083,11.356,6.10579,44.6261,2.51106,61.40217,92.15269,94.49819
3590433799317661651,0,2018-05-05 10:47:00,8.49579,50.69314,19.22313,44.72825,10.42497,94.97702,7.55539,8.14118,5.31905,83.42683,41.44331,58.958,14.20636,8.83813,9.75864,42.29719,20.36834,60.14141,81.80132,9.11939
8630330696303481917,1,2018-05-05 10:48:00,12.17175,54.87566,97.06615,41.22453,9.88949,40.13193,14.48291,9.03684,7.32636,58.35732,37.26093,66.06087,7.41133,15.1048,8.97769,37.96357,40.64378,52.51431,32.79524,50.67439
8630330696303481156,1,2018-05-05 10:49:00,11.32394,42.74334,61.2996,22.24065,18.44355,37.92812,13.90866,9.33297,17.0453,43.81208,33.61389,8.16977,10.52587,9.50277,8.39436,49.86812,86.35127,16.36743,97.17853,62.67082
8630330696303481230,0,2018-05-05 10:50:00,6.90423,32.35818,4.5739,35.19845,14.39246,28.26289,12.06114,4.99174,81.90216,83.38307,52.68435,12.94115,16.0255,10.77095,7.89177,43.35501,20.32809,58.98002,15.37554,42.70664
359043379931766858,1,2018-05-05 10:51:00,13.12364,81.50615,38.95095,42.54568,9.52902,80.3352,8.19787,11.61587,65.05915,97.89021,37.745,55.2013,11.18237,12.14238,8.57068,66.17034,1.12666,57.90663,45.35646,64.25603
863033069630348008,0,2018-05-05 10:52:00,13.81277,43.58287,1.63735,40.6631,6.18034,87.13656,9.62085,14.10401,74.67222,9.64645,46.05124,87.80332,4.37825,13.32628,9.27735,48.90061,77.18874,38.17804,88.6113,57.60613
8630330696303481958,1,2018-05-05 10:53:00,10.72805,49.60673,55.53271,27.47339,8.40635,88.10359,12.12932,11.33195,86.55406,67.31256,34.50506,67.58505,10.71044,13.94764,10.85403,78.1815,45.70198,85.49922,63.4776,62.0381
8630330696303481784,1,2018-05-05 10:54:00,11.15091,39.54369,56.26887,43.73653,11.46919,54.68679,10.52422,12.96614,96.01227,45.75723,45.25994,48.78675,8.68101,15.44646,8.25492,53.43191,22.8017,54.7858,11.69169,91.59837
8630330696303482253,1,2018-05-05 10:55:00,14.92558,35.06243,62.56808,23.108,13.01141,76.88876,12.19234,10.78381,35.55149,37.07534,54.73082,31.00177,8.516,12.09375,7.42883,51.69831,25.37702,89.95525,40.53392,80.03654
3590433799317662071,1,2018-05-05 10:56:00,10.72212,27.28638,84.72815,44.88472,12.09854,0.70333,12.32823,8.71901,60.32508,69.56803,32.18942,53.66669,10.38481,9.08609,7.15507,38.87275,15.18697,79.701,34.12807,7.58567
8630330696303481396,0,2018-05-05 10:57:00,10.8686,40.63936,44.13446,66.819,11.43256,26.34222,8.11011,9.16992,43.4044,76.84338,47.80601,57.26718,12.11075,8.43015,7.90418,29.35161,13.77172,41.9142,40.95874,6.00334
8630330696303481446,0,2018-05-05 10:58:00,13.39732,38.99188,12.63377,35.50599,13.59649,19.79278,9.08946,10.30874,32.24059,0.92635,33.2492,98.13727,11.98289,7.03572,9.86924,27.23683,29.62349,21.96779,62.97002,84.55816
8630330696303481651,1,2018-05-05 10:59:00,14.00198,43.52469,18.63943,51.72965,10.37502,3.79649,12.47164,9.75149,53.38686,3.25769,52.60515,31.54244,7.32883,11.67694,8.22275,42.333,93.89179,93.44777,90.23771,84.68233
8630330696303481370,1,2018-05-05 11:00:00,9.40306,39.90245,91.12386,59.70478,16.08071,12.95063,12.21877,10.15215,71.71713,7.4968,28.82951,77.84285,13.33733,12.61595,10.03835,48.79373,24.61265,29.51177,3.81169,68.58461
359043379931766551,0,2018-05-05 11:01:00,10.72616,37.87253,7.54189,48.1322,10.71102,49.84662,7.88668,11.22492,64.02158,47.30262,48.58966,49.29943,13.81859,9.08698,14.41943,57.67227,81.19151,83.03408,47.41007,13.61279
359043379931766270,0,2018-05-05 11:02:00,12.09381,57.72884,65.80514,47.01619,12.33706,94.0776,9.01575,8.94839,70.24446,31.52717,50.4344,85.66453,12.59264,8.0143,14.50056,63.28757,44.11026,84.91255,58.94093,87.22439
3590433799317662345,1,2018-05-05 11:03:00,12.90541,36.60733,86.08693,36.88669,4.49383,50.07468,7.69094,12.47163,16.30002,31.66856,59.6314,70.12617,7.81244,10.79164,8.05721,29.04241,76.45046,51.54871,44.8052,47.78644
863033069630348362,1,2018-05-05 11:04:00,13.71742,40.47856,29.57688,52.16582,11.23617,79.87015,12.55235,10.93374,33.61989,87.40057,52.00741,38.12,11.38419,10.90224,7.90648,56.76667,58.64828,86.52454,78.94649,47.71099
8630330696303481461,0,2018-05-05 11:05:00,12.60211,57.1701,73.38814,52.27001,15.21793,86.40287,6.88482,6.61352,73.93779,79.08808,45.74244,29.59068,11.22602,9.10537,12.15983,63.43289,77.37489,4.12868,90.86587,23.06243
8630330696303482337,1,2018-05-05 11:06:00,11.792,61.33714,10.63279,63.67473,8.80322,87.81312,8.54558,10.41471,59.82653,86.66624,46.35472,57.39275,7.00991,14.02611,11.4571,56.22755,47.03324,35.10624,82.2016,37.41851
863033069630348321,1,2018-05-05 11:07:00,11.02056,72.07704,48.34419,33.49551,11.25773,80.78984,12.72767,8.01982,71.87694,18.87095,38.0461,36.46213,11.15594,12.90126,12.18214,62.24454,0.44542,69.08089,68.38143,47.87618
8630330696303482402,1,2018-05-05 11:08:00,11.90998,58.17819,2.41369,41.98808,12.10244,14.22506,11.3744,8.6658,30.6836,71.16181,42.91243,36.75651,11.95732,13.09335,10.85884,53.72788,97.97186,3.29386,65.20108,70.34349
8630330696303481719,0,2018-05-05 11:09:00,11.75239,53.48429,30.67285,57.83642,15.65059,60.18748,9.25314,9.29046,77.58642,40.02092,51.0889,21.80986,13.34811,7.33089,8.67436,64.65124,31.97464,87.98035,74.92103,98.57004
3590433799317661511,0,2018-05-05 11:10:00,6.90863,51.17836,60.32214,33.58361,13.59618,84.07495,13.68927,5.36791,21.03969,90.42246,47.54468,83.56777,15.62618,10.96973,10.5472,50.75878,42.94485,26.98523,34.55614,67.46459
863033069630348750,1,2018-05-05 11:11:00,7.32322,69.95401,38.09214,55.96846,8.49881,23.82018,16.99395,9.44886,44.61532,8.24004,27.95641,22.58805,12.44697,9.02382,5.44348,47.97794,95.64919,59.66171,46.25158,7.93105
359043379931766932,1,2018-05-05 11:12:00,13.25284,36.47451,82.22838,43.49203,5.45363,85.82237,6.77337,10.50514,7.62405,86.11793,44.29786,11.47669,9.32713,10.66143,8.04004,57.73742,16.83159,25.89179,76.95081,4.31896
3590433799317662410,0,2018-05-05 11:13:00,10.10537,43.2458,72.24127,40.76041,12.91805,90.77166,9.98932,10.06713,44.99007,31.13625,63.92201,59.20844,12.36145,8.46074,7.64296,60.05932,62.35087,95.30569,16.98735,14.50437
3590433799317661354,0,2018-05-05 11:14:00,12.07557,67.13997,49.1475,44.55899,14.91337,92.73895,9.90014,5.4016,9.53042,92.28866,33.47707,64.13331,13.58212,9.46961,11.79266,29.31729,60.10214,82.31286,79.18225,43.52596
359043379931766007,1,2018-05-05 11:15:00,11.99382,36.62042,84.85086,30.25308,14.67624,93.61309,14.98703,8.2394,8.54479,9.3247,22.1564,23.06056,12.48445,9.46923,7.58299,47.56932,51.01935,51.6086,15.67661,27.05603
863033069630348545,0,2018-05-05 11:16:00,14.20291,56.80509,0.01976,52.55908,8.138,4.78978,11.57317,11.55455,42.71783,12.36154,54.92944,52.10399,9.39335,16.72964,8.21115,52.927,17.13649,44.0045,23.6559,29.77594
3590433799317662048,1,2018-05-05 11:17:00,14.30928,51.86108,76.31053,41.58052,14.32539,98.48373,11.91619,7.30796,4.77166,76.93142,43.76624,82.90581,10.16519,10.74402,9.01773,48.50574,3.41952,51.19408,48.68572,27.63551
863033069630348982,1,2018-05-05 11:18:00,13.47261,35.47434,49.05592,41.35545,16.31237,77.29348,10.88834,8.47646,24.10907,81.15495,48.15225,53.25621,7.23018,11.21275,7.93668,68.63684,94.00952,53.06502,57.75423,49.23444
3590433799317662147,1,2018-05-05 11:19:00,13.63069,40.64904,50.94199,64.29192,9.28571,23.86983,9.99659,5.7286,90.71487,17.64531,35.21131,66.73054,10.45537,16.60878,11.82451,51.19757,67.67592,25.5997,27.87624,9.17949
8630330696303481719,1,2018-05-05 11:20:00,14.4902,40.76873,91.06466,35.62901,10.51069,38.94808,11.63276,8.93403,12.76184,78.29669,27.22942,56.82196,4.4527,11.39446,7.35891,47.82576,79.10757,66.47139,20.00247,75.27209
3590433799317661008,1,2018-05-05 11:21:00,12.48779,42.76775,43.30685,26.98279,9.32941,93.18542,13.28745,13.89202,88.27481,64.14412,44.76235,87.11897,9.13215,13.51751,8.44874,25.20232,3.37822,43.68601,56.08895,18.14654
3590433799317661859,0,2018-05-05 11:22:00,12.06653,58.44315,18.84666,60.78968,9.68306,11.86594,12.9358,7.72316,71.47819,15.67568,48.98897,19.89259,7.47904,13.88165,7.34285,55.02179,22.06588,4.25545,90.0323,54.64784
863033069630348388,0,2018-05-05 11:23:00,7.92861,55.16376,13.84759,59.31883,13.46611,11.32322,11.25968,8.41619,58.0017,87.04518,41.86782,39.50418,11.73059,9.14809,7.70063,50.05905,50.28634,61.34534,52.95604,0.67814
3590433799317662212,1,2018-05-05 11:24:00,12.47176,48.71207,4.62186,41.47324,6.78355,69.83699,7.72936,11.761,31.26929,51.85166,44.80818,66.72359,9.78673,8.20375,8.45386,75.23986,90.94207,59.94198,68.49047,73.29298
863033069630348891,0,2018-05-05 11:25:00,5.8308399999999985,59.74643,23.05212,44.17444,10.95741,93.51694,11.04609,5.73545,71.82092,64.01533,19.44412,92.06862,14.80051,10.19917,7.86862,21.07816,86.24469,6.27434,29.19733,44.97984
3590433799317662378,1,2018-05-05 11:26:00,10.67391,58.49676,88.42917,36.06695,14.48831,70.562,9.31764,8.04777,52.15399,77.46605,22.24057,74.41957,12.31911,13.10861,10.1766,29.81411,67.23361,93.23664,84.78101,96.16145
8630330696303482089,1,2018-05-05 11:27:00,12.85252,63.07182,62.3514,46.23017,10.04603,24.20566,12.16057,8.20389,20.29528,45.98996,43.08095,61.49137,7.98413,15.17932,8.03266,29.24346,66.36031,1.45278,97.90473,7.88225
863033069630348875,1,2018-05-05 11:28:00,15.33291,47.17048,56.75443,45.96713,10.92058,20.75982,12.75549,7.67145,4.62519,80.08747,44.7404,63.28629,7.95838,14.22928,10.04891,29.43483,84.32775,54.99967,12.30643,61.06086
8630330696303481610,0,2018-05-05 11:29:00,7.595,43.43461,72.42158,26.69101,8.81314,90.57585,5.11763,11.79534,79.30855,92.42762,39.59598,46.57301,11.12493,6.76938,8.49987,30.52439,8.26811,23.28504,42.70137,51.0121
3590433799317661792,1,2018-05-05 11:30:00,11.98876,56.6338,22.49381,69.16342,8.22555,52.13368,8.54811,10.78214,26.48321,16.34423,42.33904,73.54318,11.6323,12.74393,8.03786,49.78573,84.92058,91.26201,88.29254,56.72876
359043379931766452,1,2018-05-05 11:31:00,15.39082,54.98078,86.48209,61.50106,10.65867,19.88355,9.68622,9.54388,92.4687,50.39375,34.17884,80.90983,6.95295,11.29844,9.14184,30.63177,95.60706,61.71633,79.33699,24.84423
3590433799317661073,1,2018-05-05 11:32:00,11.49073,35.01176,32.35743,44.71789,10.50747,32.73396,9.50818,12.20656,80.07931,74.59701,44.0856,45.18446,11.57122,12.85893,8.48908,46.14742,1.84785,49.28597,24.12956,83.50254
3590433799317662329,0,2018-05-05 11:33:00,5.96745,44.48967,39.13583,39.33621,9.458,23.90012,7.82835,12.12795,91.99162,19.07647,38.18057,29.44041,12.36526,9.32129,10.05919,55.11467,82.91024,43.85916,86.33195,50.87559
863033069630348149,0,2018-05-05 11:34:00,11.77268,52.36667,28.95726,48.56353,9.42691,46.72718,10.98286,9.1121,35.0096,27.36014,52.78363,63.36913,10.25829,9.80164,14.28189,45.58471,44.45492,82.24347,27.88323,1.37846
863033069630348487,1,2018-05-05 11:35:00,14.60393,37.49076,87.71805,72.87812,9.47699,40.12639,13.51587,5.90104,88.24945,53.83483,36.8787,47.70699,3.21233,12.23215,8.27708,31.80596,5.93203,36.38675,24.69202,47.06028
3590433799317661461,0,2018-05-05 11:36:00,10.45518,53.14934,6.83955,51.65756,7.35909,50.11691,7.46735,12.64155,28.32554,11.26426,51.77283,90.87288,11.09304,9.18216,14.91325,35.16315,19.11038,34.59033,1.99188,34.36276
8630330696303481867,1,2018-05-05 11:37:00,12.03403,61.06231,2.65228,48.08913,7.31519,5.90363,8.07649,12.31895,93.57387,21.01165,27.73193,3.16226,7.14214,15.82633,8.84974,57.96239,29.11837,18.42984,86.40723,53.61219
3590433799317662402,0,2018-05-05 11:38:00,10.70971,42.95099,87.34133,38.44529,11.51062,92.26425,7.7009,9.34725,94.91975,31.35317,62.62139,88.84012,11.09232,10.2938,6.40469,71.79792,16.17556,99.03995,54.51156,63.06041
3590433799317661263,1,2018-05-05 11:39:00,12.42595,57.48964,59.16071,34.25328,11.69854,41.67567,7.65359,9.39195,13.29829,41.12338,60.26815,14.98348,13.51361,8.32786,12.88324,50.23788,36.14549,97.81867,6.35443,17.12278
3590433799317661784,1,2018-05-05 11:40:00,13.00557,29.69807,26.79423,46.40854,12.12626,52.86363,7.31415,11.04229,87.62258,3.54427,31.29866,77.34061,10.64699,14.47875,9.90693,66.19098,12.79249,44.42099,60.47455,22.80837
3590433799317661453,1,2018-05-05 11:41:00,13.05184,60.86912,22.08556,58.24059,7.84837,48.00324,6.1252,11.3603,92.34218,66.13898,57.60184,78.03922,9.27369,10.74121,7.51103,37.45472,15.12067,82.37366,14.43556,25.28991
8630330696303481719,1,2018-05-05 11:42:00,14.68294,50.76053,26.36878,53.49267,12.90923,77.94395,9.75613,7.29526,78.83068,88.69632,48.42472,30.8808,8.43834,12.74392,6.82909,34.58043,55.14223,1.89278,39.79869,90.43645
3590433799317661818,1,2018-05-05 11:43:00,12.18092,22.79862,62.53682,59.86987,7.11491,21.06592,7.006,10.41287,94.08608,70.00942,43.68397,66.71152,9.56023,10.73609,11.71617,68.88608,44.63994,76.81099,96.74501,56.53259
8630330696303481685,0,2018-05-05 11:44:00,7.96306,32.79381,78.32682,57.0198,13.96071,36.86569,10.89151,7.4624,7.44847,33.1551,43.81502,1.20787,11.55537,14.29568,6.18563,48.72393,83.60263,79.96389,88.31183,40.35624
3590433799317661230,1,2018-05-05 11:45:00,9.79688,60.09748,80.04225,47.65866,13.8533,54.23495,11.3889,5.90025,29.54101,87.59374,50.72573,71.08757,11.40139,13.33005,9.27114,62.14122,61.56208,93.13453,51.02883,84.17062
359043379931766890,1,2018-05-05 11:46:00,10.75184,77.83271,9.08001,36.77652,13.20993,82.48309,15.59371,9.24834,18.89299,32.6681,54.56434,4.88761,8.23792,12.04235,8.89846,43.65357,87.50645,37.28781,8.40823,46.97291
8630330696303481222,1,2018-05-05 11:47:00,9.75464,67.70096,24.35814,61.96621,12.58088,37.58008,11.77941,11.45535,47.91047,73.91446,27.37432,52.57994,11.94349,14.95568,7.70772,45.17462,3.78694,56.03341,50.02134,24.42387
359043379931766452,0,2018-05-05 11:48:00,7.10009,34.84147,64.87449,37.28434,12.65149,20.54071,10.56825,6.66791,82.79572,26.71574,37.36835,87.67688,12.89689,13.0635,6.7714,59.33754,15.41995,51.25653,21.79169,17.97449
863033069630348388,0,2018-05-05 11:49:00,10.22983,36.54002,2.15996,46.49819,12.89625,6.90103,7.30033,8.58955,67.12829,66.80599,52.62441,33.45643,11.94307,7.63924,12.92491,29.42455,48.23777,85.38803,82.98202,53.51892
8630330696303482139,0,2018-05-05 11:50:00,16.09832,55.61472,94.82812,68.48615,9.00147,61.11652,10.31796,10.78923,34.40425,20.5512,46.01705,93.67775,5.37681,11.17368,8.46947,56.0693,24.1413,54.2934,85.48323,62.28099
8630330696303481610,0,2018-05-05 11:51:00,12.8272,45.59387,6.52263,36.79452,12.55419,87.38238,7.55296,7.46659,31.64405,90.2709,48.53324,30.4954,9.47016,8.02509,13.15503,42.08667,59.83055,14.63706,44.98719,72.52097
